source_pdf,transliteration,translation
AKT 8 2015.pdf,ku-nu-ki 50 TÚG ku-ta-ni,"under seals, 50 kut""nu-textiles,"
AKT 8 2015.pdf,qá-de8 !a li-wi-tim,"including those for wrapping (the tin),"
AKT 8 2015.pdf,mì-ma a-nim,all this +nah-il$
AKT 8 2015.pdf,E-na-ah-DINGIR,entrusted to me (for transport).
AKT 8 2015.pdf,ù tám-kà-ri-im,"and the merchant,"
AKT 8 2015.pdf,TÚG ku-ta-ni 2 AN%E,"“50 kut""nu-textiles (and) 2 donkeys"
AKT 8 2015.pdf,lu-qú-tí-ku-nu,what to do with your
AKT 8 2015.pdf,TÚG !u-ru-tim,18 dark textiles
AKT 8 2015.pdf,ù  10  TÚG ku-ta-ni,"and 10 kut""nu-textiles,"
AKT 8 2015.pdf,GÚ AN.NA  ù,2 talents of tin
AKT 8 2015.pdf,ku-nu-ki-!u  !a  A-limki,"his seals applied in the City,"
AKT 8 2015.pdf,ú  ú-nu-sú-/nu,with their harness
AKT 8 2015.pdf,[D]a-dí-a   <ù> Da-°x¿-[x –ma?],"Dadiya, <and> Da.......... ,"
AKT 8 2015.pdf,°a¿-na  E-lá-ma  ù  K[ur-u]b-[I!tar],"say to Elamma and Kurub-I""tar:"
AKT 8 2015.pdf,[q]í-bi4-ma  17  ma-na  K[Ù.B.],“17 minas of silver
AKT 8 2015.pdf,'ál-ma-A-!ur  ub-lam,"%allim-A""""ur brought us,"
AKT 8 2015.pdf,ni-is-ha-[sú],without its excise
AKT 8 2015.pdf,%À.BA ) ma-na  a-n[a],Thereof we gave  ) mina
AKT 8 2015.pdf,ni-is-ha-tim  ni-dí-i[n],as excise (and)
AKT 8 2015.pdf,3  GÍN  i-ma-sà-im,it became 3 shekels less due to
AKT 8 2015.pdf,im-#í  !í-tí  KÙ.B.-pì-[ku-nu],"purifying, (so that) the rest of your silver"
AKT 8 2015.pdf,ma-na 10* GÍN,is 16 minas 10* shekels.
AKT 8 2015.pdf,l.e %À 1 me-at  2°6¿ / ku-[ta-nu],"Thereof: 126 kut""nu-textiles"
AKT 8 2015.pdf,rev. 11( ma-na  [3 GÍN  KÙ.B.],"cost 11' minas [3 shekels],"
AKT 8 2015.pdf,it-bu-lu 4  A[N%E.HI.A],"[of silver], 4 donkeys"
AKT 8 2015.pdf,°1¿*  ma-na  LÁ 2  G[ÍN],"cost 78 shekels (of silver),"
AKT 8 2015.pdf,it-bu-lu  7(   G[ÍN],7'  shekels (of silver) for
AKT 8 2015.pdf,( AN%E  5/6  °ma-na¿ / 4  GÍN,"half a donkey, 54 shekels of silver"
AKT 8 2015.pdf,be-ú-lá-at  2  kà-[$a-re],"the working capitals of 2 harnessers,"
AKT 8 2015.pdf,qá-dum  lu-bu-[!í-!u-nu],including their clothing allowance.
AKT 8 2015.pdf,ma-na AN.NA,20 minas of tin at a rate of
AKT 8 2015.pdf,1(  ma-na 2  GÍ[N  KÙ.B.],"(cost) 92 shekels [of silver],"
AKT 8 2015.pdf,u.e. °10 + x *GÍN¿ ú-nu-ut,10[+x] shekels the harness of the
AKT 8 2015.pdf,2? GÍN °!a¿ sà-a-d/tim  8- GÍN,"2 shekels for ......, 82 shekels the"
AKT 8 2015.pdf,i-ra-de8-a-ku-nu-tí,this to you”.
AKT 8 2015.pdf,um-ma  En-nam-A-!ùr,"Thus Ennam-A""""ur and"
AKT 8 2015.pdf,i-na  1 GÚ 5 ma-na  KÙ.B.-pí-kà,“Of the 65 minas of your silver
AKT 8 2015.pdf,i-li-kà-ni  10*  ma-na  KÙ.B,that arrived here 10* minas
AKT 8 2015.pdf,i-ri-ha-am  5* ma-na  KÙ.B,remained. We received 5* minas
AKT 8 2015.pdf,[ni]-il5-qé  %À.BA °1*¿? ma-na 8 GÍN,Thereof: 1*? mina 8 shekels
AKT 8 2015.pdf,KÙ.B.  Lá-qé-e[p  il5-q]é,L&-q#p took;
AKT 8 2015.pdf,[1](  ma-na LÁ 1 GÍN  té-$ú-°bu¿,1 mina 29 shekels additional payment
AKT 8 2015.pdf,!a  1  GÚ 5  ma-na  KÙ.B.-p[í-kà],for your 65 minas of silver;
AKT 8 2015.pdf,5/6  ma-na LÁ 2 GÍN A-!ùr-i-mì-t[í],"48 shekels of silver A""""ur-imitt$"
AKT 8 2015.pdf,il5-qé  (  ma-na  5  GÍN  KÙ.B.,took; 35 shekels of silver
AKT 8 2015.pdf,[A]-ta-a-a  il5-qé  6  GÍN KÙ.B.,Ataya took; 6 shekels
AKT 8 2015.pdf,[$ú-ha¿-ar-tum  t[al-qé  a-na],the girl took. [For the rest?] of
AKT 8 2015.pdf,[a-na  8? m]a-na [ni-i]!-a-ma-[kum]?,[for 8? mi]nas (of silver);
AKT 8 2015.pdf,rev. [16) m]a-na  °AN.NA¿ qá-t[im],[16)] minas of loose tin at
AKT 8 2015.pdf,KÙ.B.  it-ba-al,shekels of silver;
AKT 8 2015.pdf,[4] AN%E  $a-lá-mu  1  ma-na 15  GÍN,[4] black donkeys cost 75 shekels
AKT 8 2015.pdf,KÙ.B.  it-bu-lu  (  ma-na  KÙ.B.,of silver; ' mina the working capital
AKT 8 2015.pdf,bé-ú-lá-at  A-!ùr-lá-ma-sí,"for A""""ur-lamass$, son of Ennum&ya,"
AKT 8 2015.pdf,[DU]MU En-um-a-a  2 GÍN lu-bu-!u,2 shekels his clothing allowance;
AKT 8 2015.pdf,[10?]  GÍN KÙ.B. ú-nu-ut  AN%E,[10] shekels of silver for donkey harness.
AKT 8 2015.pdf,°i¿-na  NÍG.KA-sí  15  GÍN,When at the accounting there was a surplus of
AKT 8 2015.pdf,[KÙ].B.  i-té-ra-ma  2  GÍN KÙ.B,15 shekels of silver we paid 2 shekels
AKT 8 2015.pdf,[ú]-ku-ul-tí  AN%E  ni-dí-in,of silver for food for the donkeys (and)
AKT 8 2015.pdf,[!a?] 11  GÍN KÙ.B. 2(  ma-na,[for] 11 shekels of silver we bought
AKT 8 2015.pdf,[AN.N]A  ni-i!-a-ma-kum,for you (an additional) 2' minas of tin.
AKT 8 2015.pdf,[da]-ar-ku  mì-ma a-nim,working capital are packed. With all this
AKT 8 2015.pdf,°A-!ur¿-[lá-ma-sí  na-á!]-a-kum,"A""""ur-lamass$ is on his way to you."
AKT 8 2015.pdf,ma-n[a  x GÍN KÙ].B.  !a  A-ta-a,2 minas [x] shekels of silver that At&ya
AKT 8 2015.pdf,le.e. il5-qé-ú  ip-qí-[id-ni-a-tí?],took he entrusted [to us?].”
AKT 8 2015.pdf,"source was Elamma’s investment in his brother’s joint-stock capital (also mentioned in *4),","which here yielded 5* minas of silver, called “your dividends” (!ipk""tum), paid out by its"
AKT 8 2015.pdf,ù  Hi-na-a-ma  a-na,"and Hinn&ya, say to"
AKT 8 2015.pdf,ma-na  KÙ.B  ni-is-ha-sú,"“20 minas of silver, its excise"
AKT 8 2015.pdf,GÚ  10  ma-n[a  A]N.NA,2 talents 10 minas of tin under
AKT 8 2015.pdf,ku-nu-ki-ni  ['u-Ku-b]u-um,our seals [%u-K!b]um
AKT 8 2015.pdf,na-á!-a-k[u-um 14]* GÍN.TA,is bringing to you. At 14* shekels : 1
AKT 8 2015.pdf,KÙ.BI4  9 [ma-na]  4  1/6  GÍN,it cost 9 minas 4 1/6 shekels of silver.
AKT 8 2015.pdf,it-ba-al  15  ma-na  AN.NA,"15 minas of tin for expenses,"
AKT 8 2015.pdf,qá-tim  14-  GÍN.TA,at 142 shekels:1 it cost
AKT 8 2015.pdf,KÙ.BI4  1  ma-na  3  GÍN KÙ.B,1 mina 3 shekels of silver.
AKT 8 2015.pdf,it-ba-al  36  TÚG.HI.A,"36 textiles,"
AKT 8 2015.pdf,qá-dum : !a  li-wi-/tim,including those for wrapping
AKT 8 2015.pdf,2* ma-na  KÙ.B,cost 2*  minas of silver.
AKT 8 2015.pdf,it-bu-lu  * ma-na  2 / GÍN,22 shekels (of silver)
AKT 8 2015.pdf,be-ú-la-at,the working capital of
AKT 8 2015.pdf,kà-$a-ri-im,"the harnesser, 2 shekels"
AKT 8 2015.pdf,GÍN KÙ.B. 1 lu-bu-!u,"of silver, one garment for him."
AKT 8 2015.pdf,$a-lá-ma-an ) ma-na LÁ 2 GÍN,cost 38 shekels
AKT 8 2015.pdf,KÙ.B . it-bu-lu,of silver.
AKT 8 2015.pdf,TÚG.HI.A  !a  kà-$a-ri-im,"3 textiles of the harnesser,"
AKT 8 2015.pdf,4( GÍN  KÙ.B. : ú-nu-ut  AN%E,4'  shekels of silver donkey harness.
AKT 8 2015.pdf,mì-ma  a-nim  'u-Ku-bu-/um,All this %u-K!bum
AKT 8 2015.pdf,wa-ar-ki-ú-tim : nu-za-kà-/ma,we will clear accounts and then
AKT 8 2015.pdf,lu-qú-ut-kà : i!-tí,send your merchandise
AKT 8 2015.pdf,<<i!-tí>> : pá-ni-im-ma,to you with the next
AKT 8 2015.pdf,"expression KÙ.BABBAR.BI, “its silver”","6-14. The two donkeys were heavily loaded, carrying 145 pounds of tin and 36 textiles."
AKT 8 2015.pdf,[ú  D]a-dí-a-ma  a-na  E-la-ma,[and] Dadiya say to Elamma:
AKT 8 2015.pdf,[qí-b]i4-ma  24* ma-na 4? GÍN KÙ.B.,"“24 minas 24? shekels of silver,"
AKT 8 2015.pdf,[%À] 1 ma-na 1 GÍN KÙ.B.  ni-is-ha-tim,[thereof] we gave 61 shekels of silver
AKT 8 2015.pdf,[ni]-di-in : !í-tí  KÙ.B.-pí-kà,as excise; the rest of your silver is
AKT 8 2015.pdf,23! * ma-na  4 GÍN,23! minas and 24 shekels.
AKT 8 2015.pdf,1/2 ma-na  3! GÍN GU%KIN A-!ùr-DÙG,"33 shekels of gold A""""ur-1&b brought"
AKT 8 2015.pdf,ub-lam  %À 1* GÍN 7(  %E,"us, thereof we gave as excise"
AKT 8 2015.pdf,* GÍN i-na  sà-na-qí-ni,"* shekel less when we checked it, (so)"
AKT 8 2015.pdf,i[m]-#í  !í-ti  GU%KIN  (  ma-na 1* GÍN,"the rest of the gold is 31* shekels,"
AKT 8 2015.pdf,5- GÍN.TA  KÙ.B.-áp-!u,its equivalent in silver at 1: 52 is
AKT 8 2015.pdf,ù !í-im! GU%KIN,including the yield of the gold:
AKT 8 2015.pdf,ma-na 9 GÍN KÙ.B.,26 minas 9 shekels of silver.
AKT 8 2015.pdf,GÚ 20  ma-na 8  GÍN  AN.[NA],4 talents 20 minas 8 shekels of tin
AKT 8 2015.pdf,ku-nu-ku 30 ma-na [AN.NA]-/ak,"under seals, 30 minas hand tin,"
AKT 8 2015.pdf,qá-tim  17-  G[ÍN.TA],"at 172 shekels per (shekel of silver),"
AKT 8 2015.pdf,KÙ.B.-áp-!u,"its (price in) silver,"
AKT 8 2015.pdf,16) ma-[na  9 GÍN],16 minas 4[9 shekels];
AKT 8 2015.pdf,TÚG ku-ta-n[u  5  5/6 GÍN.TA],"36 kut""nu-textiles [at 5 5/6 shekels apiece],"
AKT 8 2015.pdf,3(  ma-na  KÙ.B.-!u-nu,their (price in) silver 3' minas;
AKT 8 2015.pdf,!u-ru-tum  qá-dé  !a li-w[i]-/tim,33 dark textiles including those for
AKT 8 2015.pdf,1) ma-na  4  GÍN  KÙ.B.-áp-!u-nu,"wrapping, their silver 1 mina 44 shekels."
AKT 8 2015.pdf,ma-na  LÁ 5 GÍN  i-ma-sà-im,The silver became 55 shekels less by
AKT 8 2015.pdf,ma-na  17  GÍN : it-bu-lu,cost 1 mina 17 shekels;
AKT 8 2015.pdf,AN%E  im-ra-a$-ma  wa-at-ra-/am,1 donkey became ill and we bought
AKT 8 2015.pdf,ni-i!-a-ma  i-lá-kà-kum,an extra one and it is coming to you.
AKT 8 2015.pdf,ma-na  bé-ú-lá-at  Ú-zu-a,"1 mina, the working capitals of Uzua"
AKT 8 2015.pdf,GÍN #é-$ú-bi  a-na  A-!ùr-DÙG,12 shekels as additional amount we
AKT 8 2015.pdf,né-pu-ul  3 GÍN  !a sà-e-d/tim,"balanced to A""""ur-1&b, 3 shekels for .....,"
AKT 8 2015.pdf,GÍN  ú-nu-ut  AN%E.HI.A,"9 shekels donkey harness,"
AKT 8 2015.pdf,12(  GÍN wa-$í-tum,"12' shekels export tax,"
AKT 8 2015.pdf,GÍN ú-ku-ul-tí  AN%E.HI.A,14 shekels donkey fodder.”
AKT 8 2015.pdf,En-nam-A-!ur  ú Da-dí-a,"Ennam-A""""ur and Dadiya,"
AKT 8 2015.pdf,ma-na  KÙ.B.  Dan-A-!ur,"“24 minas of silver  D&n-A""""ur, son"
AKT 8 2015.pdf,DUMU  'a-lim-a-hi-im  ub-lam,"of  %alim-ahum, has brought us."
AKT 8 2015.pdf,16)  ma-na  KÙ.B. A-!ur-na-da,"16)  minas of silver A""""ur-n&d&,"
AKT 8 2015.pdf,DUMU A-!ur-i-dí  ub-lam,"son of A""""ur-id$, has brought us."
AKT 8 2015.pdf,%UNIGIN2 40*  ma-na  KÙ.B.,In all 40* minas of silver.
AKT 8 2015.pdf,%À.BA  30 ma-na  i!-tí,Thereof (we paid) 30 minas we had
AKT 8 2015.pdf,A-lá-hi-im  ni-il5-qé-ma,borrowed from Ali-ahum and
AKT 8 2015.pdf,1)  ma-na  KÙ.B. $í-ib-tám,we added to it 1)  mina of silver
AKT 8 2015.pdf,nu-$í-ib : !í-tí  KÙ.B.-pì-kà,as interest. There remains of your
AKT 8 2015.pdf,TÚG k[u-ta-n]u,"76 kut""nu-textiles cost"
AKT 8 2015.pdf,ma-[na  40? GÍN] KÙ.B.,"6 minas [40? shekels] of silver,"
AKT 8 2015.pdf,$a-lá-[mu )  ma-na  x GÍN],cost  [40+x shekels]
AKT 8 2015.pdf,KÙ.B. i[t-bu-lu],of silver.
AKT 8 2015.pdf,ma-na  [AN.NA qá-tim],15 minas of [tin for expenses]
AKT 8 2015.pdf,GÍN.T[A  KÙ.B.]-áp-!u,"at 13 shekels :1, its price in silver"
AKT 8 2015.pdf,ma-na  9 [GÍ]N,1 mina 9 shekels.
AKT 8 2015.pdf,ú-nu-ut  A[N%E.H]I.A <ù>,The harness of the donkeys <and>
AKT 8 2015.pdf,it-bu-lu : 3)  GÍN  KÙ.B.,"9'  shekels of silver, 3)  shekels"
AKT 8 2015.pdf,té-$ú-bé  [nu]-$í-ib,"of silver we added as additions,"
AKT 8 2015.pdf,4*  GÍN  wa-$í-tum,"4*  shekels the export tax,"
AKT 8 2015.pdf,GÍN Be-lúm-ba-ni il5-qé,2 shekels B#lum-b&ni took.
AKT 8 2015.pdf,ku!(TÚG)-ta-nu  !a  A-bu-!a-lim,"4 kut""nu-textiles of Abu-""alim,"
AKT 8 2015.pdf,TÚG  !a  A-!ur-re-$í,"1 textile of A""""ur-r#($,"
AKT 8 2015.pdf,TÚG  !a  Da-dí-a,"1 textile of Dadiya,"
AKT 8 2015.pdf,TÚG  !a  Be-lúm-ba-ni,1 textile of B#lum-b&ni.
AKT 8 2015.pdf,le.e. KÙ.B. Be-lúm-ba-ni  a-ma-kam,pay the silver over there.”
AKT 8 2015.pdf,"27-28. B#lum-b&ni was a freighter (ka$$""rum) who had received a be’&l""tu-loan, mentioned in",*18:18. The single textile of his probably was bought with this money and in addition he had
AKT 8 2015.pdf,ù  Da-dí-a  a-na E-lá-ma,"and Dadiya, say to Elamma:"
AKT 8 2015.pdf,qí-bi4-ma  4*  ma-na  2( GÍN KÙ.B.,“4* minas 2' shekels of silver
AKT 8 2015.pdf,Dan-A-!ur ub-lam 4* GÍN !a-du-a-/tám,"D&n-A""""ur brought. We gave 4* shekels"
AKT 8 2015.pdf,né-pu-ul 11  GÍN  a-na  ni-is-h[a-tim],"shekel as addition and 11 gave as excise,"
AKT 8 2015.pdf,ni-dí-in  !í-tí  KÙ.B.-pì-kà,so that of your silver there remain 4 minas
AKT 8 2015.pdf,ma-na 6 LÁ 1/6? GÍN 17 m[a-na]/ °4¿,5 5/6? shekels. 17 minas and 4 shekels
AKT 8 2015.pdf,KÙ.B.  A-ni-nu-um  ub-lam         [ GÍN,of silver An$num brought here.
AKT 8 2015.pdf,%À.BA  )  ma-na 2(  GÍN a-na,Thereof we paid 42' shekels as
AKT 8 2015.pdf,ni-is-ha-tim  ni-dí-in,excise. There remain of
AKT 8 2015.pdf,%UNIGIN2 KÙ.B.-pì-kà  20* ma-na,The total of your silver amounts to 20
AKT 8 2015.pdf,[ 5* / GÍN,[ minas 25* shekels.
AKT 8 2015.pdf,GÚ 20 ma-na AN.NA  ku/-nu-ku,"4 talents 20 minas of tin under seals,"
AKT 8 2015.pdf,15*  GÍN 15  %E.TA,at a rate of 15  5/12 shekels : 1
AKT 8 2015.pdf,KÙ.B.-áp-!u 17 5/6 ma-na / 2  GÍN,the silver for it was 17 minas 52 shekels.
AKT 8 2015.pdf,ma-na AN.NA-ak qá-/tim,"20 minas tin for expenses, at a rate"
AKT 8 2015.pdf,GÍN.TA  1*  ma-na KÙ.B.,of 15 shekels : l  makes 1* mina of silver.
AKT 8 2015.pdf,ku-ta-nu  )  ma-na  6( GÍN,"10 kut""nu-textiles cost 46'"
AKT 8 2015.pdf,!u-ru-tum  !a  li-wi-tim,"8 dark textiles for wrapping, their"
AKT 8 2015.pdf,*  ma-na 8  GÍN KÙ.B.-!u-nu,price in silver 28 shekels;
AKT 8 2015.pdf,[  [LÁ 4?] GÍN,[ shekels of silver.
AKT 8 2015.pdf,KÙ.B.-!u-nu * mana *7? GÍ[N  KÙ.B.],27? shekels of silver loss due to
AKT 8 2015.pdf,i-ma-sá-im  im-#í  ( [ma-na  KÙ.B.],"washing (the silver); ' [mina of silver],"
AKT 8 2015.pdf,be-ú-lá-at  Ma-$i-°ì-lí],the working capital of Ma(i-il$;
AKT 8 2015.pdf,GÍN lu-bu-!u  1 GÍ[N KÙ.B.],2 shekels his clothing allowance; 1 shekel
AKT 8 2015.pdf,!a  sà-e-d/tim 10 GÍN  20[+2( %E],the cost of ....... ; 10 1/8 shekels
AKT 8 2015.pdf,wa-$í-tum  3 GÍN KÙ.B.  i-na,the export tax. When checking 3 shekels of
AKT 8 2015.pdf,sà-na-qí-im : im-#í  3(  GÍN,silver proved to be missing; 3' shekels
AKT 8 2015.pdf,ú-nu-ut  AN%E.HI.A  1 GÍN,the harness of the donkeys; 1 shekel
AKT 8 2015.pdf,ú-kúl-tí AN%E.HI.A,fodder for the donkeys. To supplement
AKT 8 2015.pdf,a-na  mu-lá  AN%E.HI.A,(the costs of ) the donkey-loads
AKT 8 2015.pdf,ma-na LÁ 1 1/6  GÍN  KÙ.B.,we added 58 5/6 shekels of silver
AKT 8 2015.pdf,le.e. i-na !a  ú-#í-tim : nu-ra-dí  mì-ma a-nim,from that of the barley. All this
AKT 8 2015.pdf,Dan-A-!ur ir-de8-a-ku-um,"D&n-A""""ur has led to you.”"
AKT 8 2015.pdf,"read !addu’assu !a-bu-ú-ú, “they are satisfied with the !.-fee on it”. A transporter occasionally","received an “additional payment” (t%$ub&), presumably for expenses made en route, specified in"
AKT 8 2015.pdf,um-ma  En-nam-A-!ur-ma,"Thus Ennam-A""""ur and Dadiya,"
AKT 8 2015.pdf,qí-bi4-ma  30 ma-na  KÙ.B.,“30 minas of silver that
AKT 8 2015.pdf,!a  dA-!ur-SIPAD  ub-lá-ni,"A""""ur-r#’$ brought here,"
AKT 8 2015.pdf,ni-is-ha-sú  DIRIG,"its excise added, (thereof):"
AKT 8 2015.pdf,GÚ 10 ma-na  AN.NA  ku-nu-ki,2 talents 10 minas of tin under seals
AKT 8 2015.pdf,ma-na  AN.NA  qá-tim,(and) 25 minas of tin for expenses
AKT 8 2015.pdf,14-  GÍN.TA 10 5/6 ma-na / 3 GÍN,at 142  shekels :1 cost 10 minas and
AKT 8 2015.pdf,TÚG.HI.A  5  5/6 ma-na,85 textiles cost 5 minas
AKT 8 2015.pdf,ù 7 GÍN KÙ.B.,and 57 shekels of silver.
AKT 8 2015.pdf,$a-la-mu 1 ma-na 13 GÍN,cost 1 mina and
AKT 8 2015.pdf,KÙ.B.  it-bu-lu,"13 shekels of silver,"
AKT 8 2015.pdf,10*  GÍN KÙ.B.  ú-nu-ut,10* shekels of silver the harness of the
AKT 8 2015.pdf,AN%E  9  GÍN  KÙ.B.  wa-$í-/tám,"donkeys, 9 shekels of silver export tax,"
AKT 8 2015.pdf,GÍN  KÙ.B.  !a  sá-e-d/tim,3 shekels of silver for ...........
AKT 8 2015.pdf,ma-na  KÙ.B. !a  A-!ur-PA-/LU,"The 30 minas of silver that A""""ur-r#’$"
AKT 8 2015.pdf,ub-lá-ni   1*  GÍN  ù / 3 %E.TA,brought entailed additions of
AKT 8 2015.pdf,té-$ú-bu  )  ma-na ( GÍN,"1 shekel 63 grains per (mina, so that)"
AKT 8 2015.pdf,KÙ.B.  ni-dí-in,we paid  40'  shekels of silver.
AKT 8 2015.pdf,* ma-na  KÙ.B.  be-ú-lá-at,20 shekels of silver the working capital
AKT 8 2015.pdf,Kur-ub-I!tar  2 GÍN  KÙ.B.,"of Kurub-I""tar, 2 shekels his clothing"
AKT 8 2015.pdf,lu-bu-!u  3 TÚG.HI.A,allowance; 3 textiles
AKT 8 2015.pdf,!a  Kur-ub-I!tar,"of Kurub-I""tar,"
AKT 8 2015.pdf,TÚG  !a Da-dí-a,"1 textile of Dadiya,"
AKT 8 2015.pdf,TÚG  !a  En-nam-A-!ur,"1 textile of Ennam-A""""ur."
AKT 8 2015.pdf,mì-ma  a-nim  A-!ur-SIPAD,"All this A""""ur-r#’$"
AKT 8 2015.pdf,!í-tí  KÙ.B.  i!-tí,(What we will buy with) the rest
AKT 8 2015.pdf,wa-ar-ki-ú-tim,of the silver we will send you
AKT 8 2015.pdf,"four writers, P!""u-k#n and probably A""""ur-r[#($] (perhaps one of Elamma’s representatives in",Assur) are preserved. Since they had informed the unknown addressees about a debt of and a
AKT 8 2015.pdf,a-na [x x x   u  x x x],To [............. and ...........]
AKT 8 2015.pdf,ù  A-!ur-r[e-$í-ma?],"and A""""ur- r[#($?]:"
AKT 8 2015.pdf,ma-na KÙ.[B. !a É  DAM.GÀR],“The interest on the 51 minas of silver we
AKT 8 2015.pdf,ni-il5-qé-a-ku-n[u-tí-ni  4 ma-na],borrowed for you at a merchant’s house
AKT 8 2015.pdf,GÍN  KÙ.B.  $[í-i]b-tum,amounted to 4 minas and 15 shekels
AKT 8 2015.pdf,i-li-ik  %UNIGIN2  55 ma-na 15 / GÍN,"of silver. Total: 55 minas 15 shekels,"
AKT 8 2015.pdf,qá-dum  $í-ib-ti-!u  46(  ma-na,"including its interest. Abu-""alim has"
AKT 8 2015.pdf,KÙ.B.  A-bu-!a-lim  ub-lam,"brought 46' minas of silver,"
AKT 8 2015.pdf,GÍN i-na  i-!é-ra-tim,it became 12 shekels less by / than the
AKT 8 2015.pdf,im-#í  18 GÍN  a-ma-sú-hu-tim,"i!er""tum, 18 shekels we deducted for"
AKT 8 2015.pdf,ni-ik-bu-ús  46  ma-na  KÙ.B.,"dirtiness, so that 46 minas of silver"
AKT 8 2015.pdf,iz-ku-am  ta-á!-pu-ra-nim,became available. You wrote us
AKT 8 2015.pdf,um-ma  a-tù-nu-ma  4 ma-na,as follows: ‘Elamma has a debt
AKT 8 2015.pdf,KÙ.B.  E-lá-ma  ha-bu-ul,of 4 minas of silver’. He retained
AKT 8 2015.pdf,ma-na  KÙ.B. !a  ha-bu-lá-tù-/nu-ni,in his possesssion 3 minas
AKT 8 2015.pdf,i-li-bi4-!u  ik-lá,of silver that you owe (him and)
AKT 8 2015.pdf,°1¿ ma-na KÙ.B.  i!-qú-ul,therefore he paid 1 mina of silver.
AKT 8 2015.pdf,i-té-er-tí-ku-nu  um-ma,In your instruction you write:
AKT 8 2015.pdf,Kàr-wa-a  li-i!-qú-ul,4 minas of silver’ -
AKT 8 2015.pdf,ma-na  i!-qú-ul  1 ma-na,he paid 3 minas; 1 mina
AKT 8 2015.pdf,I-dí-a-bu-um  i!-qú-ul,Iddin-abum paid.
AKT 8 2015.pdf,!a-qá-lam  lá  i-mu-a,pay 1 mina of silver.  Since your own
AKT 8 2015.pdf,ma-na 15 GÍN  KÙ.B.-ku-/nu,"silver is 4 minas 15 shekels short, we"
AKT 8 2015.pdf,ba-ti-iq  É  né-ru-ub-ma,entered (a money-lender’s) house (to bor-
AKT 8 2015.pdf,ma-na 15 GÍN-ku-nu,"row it) and your 4 minas 15 shekels,"
AKT 8 2015.pdf,a-na 5 ma-na 10(  GÍN  KÙ.B.,together with the interest on it have now
AKT 8 2015.pdf,qá-dum  $í-ib-tí-!u  i-tù-/ar,become 5 minas 10' shekels of silver
AKT 8 2015.pdf,i!-tù ha-mu!-tim  !a dMAR.TU-/ba-ni,reckoning from the week eponymy of
AKT 8 2015.pdf,ù A-![ur-n]a-°da¿  ITI.KAM,"Amurrum-b&ni and A""""ur-n&d&,"
AKT 8 2015.pdf,a-lá-*°na-t¿[im ú?¿* #up-pì-ni,in month XII.  Therefore? our tablet of
AKT 8 2015.pdf,![a  51 ma- n]a KÙ.B.  ú $í-ba-/ti-!u,[51 min]as of silver plus interest on it
AKT 8 2015.pdf,#u[p-pì-ni-ma] 5 [m]a-na 10(  GÍN,remains our tablet. Send the 5 minas 10'
AKT 8 2015.pdf,KÙ.B. [ú  $í-ba]-sú,"shekels of silver plus interest on it,"
AKT 8 2015.pdf,!é-bi4-[lá-nim  ù¿ #up-pì-ni,so that our tablet
AKT 8 2015.pdf,a-ba-ú-ni  a-hu-ni  a-tù-nu  ih-da-ma,"Please, our fathers and brothers, take care to"
AKT 8 2015.pdf,KÙ.B. !é-bi4-lá-nim ú  KÙ.B. lá  i-ma-,send the silver and let the silver not get
AKT 8 2015.pdf,ú  #up-pì-ni  lá  ú-kà-lu        [ i-/i[d],much and let them not retain our tablet!”
AKT 8 2015.pdf,"word, but CAD M/1, 429, s.v. ma#û, 1, 2’, translates 5 GÍN ina i!er""tim im#i in TC 2, 14:23 by","“5 shekels were missing from the ‘normal amounts’” This translation takes ina as partitive, but"
AKT 8 2015.pdf,for/as refining” (2 GÍN.TA ana $a-ra-pu-tim nikbus). In both cases ana + abstract does not refer,"to a particular treatment, but to its effects, which can be quantified, “loss of volume as (result of"
AKT 8 2015.pdf,since it is added to 15 GÍN.,"32-34. A pair of week eponyms attested during the same month in eponymy year REL 91, in"
AKT 8 2015.pdf,increasing and to get the original debt-note back.,"Of the original debt of 51 minas of silver, plus its accumulated interests (plural) - 4 minas 15"
AKT 8 2015.pdf,um-ma Lá-qé-pu-um  ù  'u-A-!ur-<ma>,"thus L&-q#pum and %u-A""""ur:"
AKT 8 2015.pdf,ku-ta-nu  ku-wa-ú-tum,"“72 kut""nu-textiles belonging to you,"
AKT 8 2015.pdf,ku-ta-nu  !a  DAM.GÀR,"26 kut""n& belonging to the tamk""rum,"
AKT 8 2015.pdf,ku-ta-num  !a  ik-ri-bi4-kà,"1 kut""num of your ikrib&,"
AKT 8 2015.pdf,ku-ta-num  !a  A-ta-a-a,"1 kut""num of At&ya -"
AKT 8 2015.pdf,!a  !é-ep  DUMU  Ú-$a-ri-a,shipped under U(&riya’s son;
AKT 8 2015.pdf,ku-ta-num  !a Ha-ti-a,"1 kut""num of Hatiya -"
AKT 8 2015.pdf,%UNIGIN2  2 me-at  26 ku-ta-nu,"in all 226 kut""nu-textiles."
AKT 8 2015.pdf,%À.BA  1 me-at  81  ku-ta-ni,"Thereof 181 kut""n& and"
AKT 8 2015.pdf,!a A-ki-dí-e,25 Akkadian textiles
AKT 8 2015.pdf,3( GÍN 15 %E KÙ.B. a-na sà-he-/er-tim,"I paid 3 7/12 shekels for small wares,"
AKT 8 2015.pdf,ù  2 °!u-ri-in¿ : pá-ni-°ú-tim],and 2 dark textiles (sent) earlier
