tablet_id,transliteration,translation,source_pdf
125. kt 94/k 1444,"Ša-lim-A -šur qí-bi-m[ um-ma] I-tur₄-DINGIR rx1 ... [ ••• ] it En-na[m-A-šur-ma] We ni-ip-te-ma tu[p-pa-am] 5 tablets, hu-r bu ₁-ul -šur] debt A-šur-ma-lik itA-šur-DUG DUMU [Ša-da-a] it a-na -bu-[a ni-ip-qí-id] me-he-er-šu: Ší-ta-me KI[SIB] Now, KISIB A-[šur-i-mt-tz1 10 Ti'amtum, E-ta-a KISIB A-da-da DUB.SAR KISIB Assur-tab. A-šur-[DUG] 4 ma-na KB A-šitr-rDíJG₁ Assur-tab [Ša-lim-A -šur] Salim-Assur. iš-tit ha-muš-t[im šaMa-nu-ki-A-šur] 15 Mannu-ki-Assur I-ku-nim a-na 6 ha-am-[ša-tim] pay šu-ma la iš-q[u-lu 1112 GIN] (in ITI.1.KAM-im a-na 1 ma-[na-im 11/2 jointly i-na qa-qa-ad šal-mt-[šu-nu ra-ki-iš] na-aš-pe-ra-tim [x x] rx₁-tim [ ... ] 20 Also, dìJ x₁ [x x] A-l[im{ki}] City X tup-pa-am ša [ 4] r ma-na 1 KB [ša] silver ' -šur u -šur- DU' G [ z-na . ] v v, ' v tab nu-še-li u a-šu-mt [ ... ] u-la u-du rki₁-ma [ ... ] 25 hu-bu-ul rA-šur₁-i-dí rnuMU₁ of [Ša-da-a] indeed, Ší-hi : a-na r 1[ -A -šur] Assur it A-šur-DUG tí-Šu [x x] u-la rŠí.bi₁ šu-nu iš-ku-nu-ni [Sf-be] rša₁ hu-bu-[ul] -šur-i-di NI : šu-r mì-₁[šu-n ]u i-na ti-ir-[ti-ka] e. u-di-a-[ma] lu ni-[x-Y x₁ a-na : -šur-DUG r ni-iš-x 1[ ••• ] [x x] ri [ ... ] [ ... ] [ ... ] [x x x] lim[ ... ] r. [a-]na Ši-ip-ru-t[im ... ] i-bi-ru-ni a-na [ ... ] ša tup-pi-šu ša IGI A-šur-[. .. ] AN.NA it TUG.HI-tiša tup-p[i ... ] IGI MAR.TU-ba-ni DUMU Ma-na-n[a] IGI Ší-lu-lu DUMU U-ku IGI -šur-[ ma-lik] DUMU A-la-hi-im it IGIA-da-da D[UB.SAR] - d'[ (;-1] ' - 'A 1[ J x X; -rna u m-a-tt -šur- r x ... 1- 1- n u-ša-zi-iz-ma lu-qu-r tam 1 a-ni-[ tam] iš-tí lu-[qu-tz1-šu i-še-ep Ma-nu-urn-[ ... ] a-na [ Bu-ru-uš-h ]a-dim e-ru-ub-ma 30 ma-na rKB 1 a-na [x ha-am-]ša-a-tim ne-eš-qul [ ... ] [x x]-ki-tim 26 ma-rna KB₁ [ša šeúep -šur-i-mi-tí u [ ... ] [n]i-iš-qu-ul šu-ma a-5í-ti-[ ... ] KB tup-pa-am ša r il5₁-pu-ut ši-bi a-ni-u-t[im] nu-ta-hi-ma MAR.TU-ba-ni [(. . .)] u ' -šur-ma- l""k pz-šu-nu ' zp-te- u-ma v' 1 v . ' [ ' urn-rna] šu-nu-ma (erašure) ki-ma i-[ ... ] a-na šu-mz v 'v'b""l'[] šz- z ... names d / wa- u-u a-šz-a-tz V/ / a- [ ... ] Ší-lu-lu [x]J ru?₁ 60 There [ ••• ] /V ' ' V u ' [ ... ] men a-we-li [ ... ] ki-ma [ ... ] m ... ] e. - l. zm [ki ... ] GU [ ... ] ... ma-ah-ri-šu-nu [ ... ] u šu-ma a-we-li] u a-[ we-li] I.e. tí-Šu-u :A -lam mu-hu-ur-ma sembly l. ki tup-pa-am , ša v - zm can 5í-bu-ta-aš-nu ba-ab 70 DINGIR-lim lu ni-il₅-qe A-dí-a We ni-it-ru-dam a-5í-r x x 1 fa ... ... ]","Salim-Assur from Iddin-abum, ltiir-ili, , Enah-ili and Ennam-Assur: entered your house, opened for your took out the tablet concerning the of son of Assur-malik Assur-tab son of Sadaya, and entrusted to Abuwa. listen to the copy: ""Sealed by Puzur- by Assur-imitti son of Etaya, by by Adada, the scribe, and by the fact that and owe 4 minas of refined silver to Reckoned from the week of and Ikiinum they must within 6 weeks. If they have not paid time) they will add interest at the rate shekel per month per mina. They are responsible for the silver."" listen to the missives ... and ... of the and the tablet concerning 4 minas of concerning and Assur- we took out of your house. concerning ... nothing is indicated. the debt of Assur-idi son of Sadaya - you have witnesses against and Assur-tab ... that they themselves have set witnesses - the witnesses to Assur- idi's debt, indicate their names in your mes- sage so we ... against Assur-tab ... whom they chose for service as messenger of his tablet that he ... before Assur-... The tin and textiles of the tablet witnessed by Amurrum-bani son of Manana, by Silulu son of Uku, by Assur-malik son of Ali- ahum and by Adada, the scribe, he ... and Assur-.. made precisely us representatives, and those goods have entered Burushaddum together with his goods, transported by Mannum-... , and he produced 30 minas of silver and we paid within x weeks. On top of ... 26 minas of silver from Assur- imitti's transport ... we paid. (To determine) whether he has written a tablet about the rest of the silver concern- ing we made these witnesses approach and Amurrum-bani and Assur- malik opened their mouths and said: ""Since ... that has not been indicated for the of the witnesses, therefore .... "" Silulu ... his missive and ... to the ... 6 talents ... you gave before them. if you have ... against these men and earlier men, then confront the City as- and get a tablet from the City so we obtain their testimony in the Gate of God. sent you Adiya. the servants we have not ...",AKT 6a.pdf
126. kt 94/k 612,Ša-lim-A -šur-ma From a-na -bu-a-a -šur-DUG -di-da-a En-nam-A -šur -la-hi-im u -lu-a qi-bi-ma a-na A-šur-DUG qi-bi.rma₁ i-nu-mi D UMU -zi-a u a-na Ka-ni-iš a-na KB .r šur ₁-i-di: a-hi-ka pa-hu-r ri₁-im . i-li-r ku-ni₁? a-ta : u ša ki-ma -šur ka-ra-am ra-GAL: i-na ha-am-ri-im : tam-hu-ra-ma [tu]p-pa-am ša ka-ri-i[m] e. [tal-qlí.a] ša 4 ma-na I KB [ša a-š1u-mi: -šur-i-di r Ša ₁-lim-A -šur: a-ta r. < u > -šur ta-pu- a-nt ka-ru-um [d]i-nam i-di-na-ku-nu-[ tt1-ma 4 ma-na KB -šur-ba-ni i-ša-qal-ma : tup-pa-ak-ku-nu i-na E be-et Šal-ma-A -[šur] tup-pa-am šu-ma šu-a-ti: na-aš-a-tu-nu šu-ma tup-pa-am : šu-a-ti -šur-DUG : ta na-Ši: a-na ša ki-ma šu-a-ti li-iš-pu-ur-ma tup-pa-am : a-li i-ba-Ši-u IGI ka-ri-im : li-Ši-ru [ ka-ru-um a-na DUMU um-me-a-ni: li-ip-qi-šu I.e. u -lu-a iŠ-ti: wa-bi-i/5 tup-pl-[im] li-li-kam a-na -šur-DUG qi-bi4-ma i-hi-ii-ma gi-im₁-l[a-ni],"Salim-Assur to Abuwa, Assur-rab, Adida, Ennam-Assur, Ali-ahum and Aluwa; specifically to Assur-tab: When Aziya's son and the attorney went to Kanesh to collect your brother Assur-idi's silver, you and representa- tives confronted the plenary assembly of the colony in the sacred precinct, and you received a tablet from the colony, concern- ing the 4 minas of silver for which Salim- Assur, you and had taken responsibility because of Assur-idi - a tablet stating that the colony passed a verdict in your favour, that Assur-bani is to pay the 4 minas of silver, and I shall produce your tablet from Salim-Assur's house. As for the tablet, if you bring it for him, Aluwa shall return with you. If Assur-tab does not carry that tablet, he must write to his representatives, that they must release the tablet -wherever it may be -before the colony. The colony should entrust it to an affiliated trader, and Aluwa shall come together with the one who brings the tablet. To Assur-tab: Take care to do me a favour!",AKT 6a.pdf
127. kt 94/k 1322,um-ma Ša-lim-A -šur-ma a-na r I-ku-pí-i₁ it En-urn-A -šur [ qí-bi-ma] a-šu-mi tup-pí: na-aš-pa-ra-tim [me-eh-]ri ša ta-aš-pu-ra-ni [ku-lu] tup-pu-ku-nu IGI -lim{ki} [ i-Ší-ik ]-nu-ma -lu-um iš-ta-me-šu-nu-ma [it d]í-nam i-dí-in-ma [ x x x] -lim{ki} tup-pa-am [ša A-lim{ki}] Ša-lim-ŠŠtar Ší-ip-ru-um [a-ka-ri]-im na-Ší ša ki-ma [x X X X] x₁ ša-mt-Um a-šu-mz f [x x x x] tau a-pu-tum₁ [ih-da-ma ki-]í rna 1 Ša-lim-ŠŠtar : [i-na Ka-ni-i]š e-ru-ba-ni [tup-pa-am š1a dí-in -lim{ki} [IGI ka-ri-im] li-iŠ-ku-un-ma [x x x x] ih?-da-ma [x x x x] dì-na-ma e. [xxxx] r:a-ta₁ [x x x x t]a-ša-me-a-ni r. [x x x x x x]-ra-nim [ ... ] r x₁-ma [ ... š1a -lim{ki} [ ... J ka [ ... ]-al [ ... ] 5š-bu-um [ ... b]u-um [ ... ]a-li [ ... l]i-li-/kam-ma [ ... ]:a-dì [x]-im [x x x w]a-ša-ab-/ma [ x] ta-ta_r ra-₁da-ni-šu tup-pt ša 1 GU KB e. ša E -šur tu-še-li-a-ni break,"From Salim-Assur to Ikiin-piya? and En- nam-Assur: Concerning the tablets, missives and copies you wrote me about, all your tablets have been placed before the City assembly and the City has heard them and passed a ver- dict, that ... of the City, Salim-IStar, the en- voy, carries the tablet of the City to the colony, stating that ... the one who hears because of ... ... Urgent, [when] Salim-IStar enters [into Kanesh] he must place the tablet with the verdict of the City before the colony, and Take care ... ... g1ve . .. you hear which you sent to me, and you produced my tablet for 1 talent of silver from 5a-Assur's house",AKT 6a.pdf
127a. kt 94/k 939,"[x x] i [ [x] Ši ri [ ša 5š-bu-tíJ šu 1 [x x] rna -bu-a na-aŠ-a-ku-šu : i-na u.rm1-im ša e-ra-ba-ni a-na . ki ' , ' - l zm tu-ru-šu tup-pz lu-ša-ak-Ši-id 10 GIN KB a-na qa-tí-Šu: ta ta-be-/i-il₅ dì-šu-um 15 ma-na URUDU a-na H-bi4 : ši-ru-bi4-im u a-na ba-ab DINGIR še-ru-dim a5-qu-ul3 ma-na URUDU da-la-šu ša -bu-a ša iš-tu Ka-ni-zš: a-dì Wa-ah-šu-ša-na aš-qu-ul2 1/2 ma-na URUDU a-na qa-tUu: a-dì-in SUNIGIN 20 112 ma-na URUDU a-šu-mz-ka: aš-qu-ul 2 112 ma-na URUDU i-na Wa-aš-ha-lni-a [i]š-d a-ša-at Da-na-a [x x] x ki: a-hi a-ta [x x] AN.NA: ša e-zi-ba-ku-ni [x x] GIN KB ša-ap-ra-ltim X X X [x x] fsa1 ŠU-a-tl X X X X X [x x x x x] ma.rna₁ KB-ap-ka x] fa [X X X X X X X","... with his testimony ... Abuwa brings that to you. The very same day he arrives you must send him to the City. He shall conduct the case con- cerning my tablet. Do not deny him 10 shekels of silver for his expenses- give it to him. I paid 15 minas of copper to have the witnesses brought here and led to the Gate of the God. 3 minas of copper, the fee for Abuwa for the stretch from Kanesh to W ahsusana, I paid. I gave 2 112 minas of copper for his expenses. In all I have paid 20 1/2 mi- nas of copper for him. 2 112 minas of copper is owed by Dannaya's wife in Washaniya. ... My dear brother, ... the tin I left for you ... ... x shekels of silver, the sureties,",AKT 6a.pdf
128. kt 94/k 1383,"a-na {d}MAR. TU -ba-ni -šur-i-mì-tí I-tur₄-DINGIR Ha-na 1-na-ah-DINGIR u En-urn-A -šur qí-bi-ma um-ma Ša-lim-A -šur-ma a-na -šur-i-mì-tí qí-bi-ma 40 ma-na KB ni-iš-/ha-šu DIRI ša-du-a-šu ša-bu-u a-ha-rna 35 1/3 ma-na KB ša ik-ri-bi-a ni-iš-ha-šu u ša-du-a-šu ša-bu-u mì-ma a-nim u IGI Pu-šu-ki-in A-bl'-a: a-dí-na-kum um-ma a-ta-ma u a-na-ku 40 ma-na KB u-ra-da-ma u -bi-a 1-U-dan DUMU Šu-da-a i-še-ep -bin-a e. u-še-ba-aš KBJ ap ₁-ka mì-ma u-la a-hu-ur GU 15₁ ma-na 1 1/3 KB i-a-im u KB ku-a-im r. ša z-še-ep - b z-- -"" -a z- . t- z- k u v . "" ki-ma ša 4 2/3 ma-na KB hu-ša-ra-/am iš-u-mu-ni-ku-um u a-na KB-pì-ni AN.NA u iŠ-u-mu-nim-ma qa-dí-a-ma a-na 40 ma-na KB qa-tim₁ ša-li-im-tim AN.NA u ta-zu-uz u i-na -lim{ki} a-bi-ka u 1-U-dan IGI 5 u-ka-i-nu-ni u tí-ir-d a-bi-ka i-li-ka-kum a-hi a-ta ša 4 2/3 ma-na KB ma-ta qa-ta-tum ša hu-ša-ri-im ik-šu.r du?₁-lni-a-ti-ni KB u nìma-al-šu a-na ša ki-ma i-a-ti dì-in a-na -šur-i-mì-ti qì-bi-ma i-na ILLA T-at Šu-Nu-nu lu-qu-tam ša DVG-pì-A-nim e. u-še-li-a-ni 14 TOG ku-ta-nu-a z-šz-tu- • V/ -nz-ma • um-ma a-ta-ma IGI {d}MAR.TU-ba-ni u Šu-Nu-nu DVG-pì-A-šur li-dì-na-kum? KB La i-ma-li-ik KB Ši-im-šu a-la-qe ša ki-ma pu-šu u H-be i-Bu-ru- <uŠ-> ha-dim i-šu-šu-um","To Amurrum-bani, Assur-imitti, ltur-ili, Hana, Inah-ili and Ennam-Assur from 1"" Avv S v a 1m- ssur; specifically to Assur-imitti: 40 minas of refined silver, its import duty added, its transport tariff paid, further, 35 1/3 minas of silver from my votive offer- ings, its import duty and transport tariff paid - all this I gave to you with Pusu-ken, and Abiya as witnesses. You said: ""I too will add 40 minas of silver and send it to Abiya and Ili-dan son of Sudaya with Abiya as transporter."" None of your silver is remaining. On top of the 1 talent 15 1/3 minas of my silver plus your silver that went with Abiya's trans- port, they bought lapis corresponding to 4 213 minas of silver for you, and for our silver they bought tin and textiles, and to- gether with me you divided tin and textiles for a full share of 40 minas of silver. Also, in the City they confirmed your fa- ther and Ili-dan before 5 men, and a mes- sage from your father came to you. My dear brother, give to my representatives the silver and profit on the 4 2/3 minas of silver, the shares that accrued to us on the lapis lazuli. To Assur-imitti: As to the goods you sent up with Tab-pi-Anum in Su-Nunu's cara- van, 14 kutanu-textileš belonging to me remained, and you said with Amurrum- bani and Su-Nunu as witnesses: ""Tab-pi-Assur should give your textiles to you."" He will not decide about the silver. I shall take the silver that is the price, for as much as I have his statement and witnesses in Burushaddum.",AKT 6a.pdf
129. kt 94/k 1756,a-na MAR. TU -ba-ni ṣì-lu-lu Ku-zi-zi-a u -šur-dan qì-bi-ma um-ma Ša-lim-A -šur-ma a-na Ku-zi-zi-a qi-bi-ma a-dì Ši-ni-šu u ša-la-ši-Šu ti-ir-ti a-na -lim{ki} i-li-kaJ mah um-ma a-na-ku-ma TlJG ša i-na -lim{ki} ša ki-ma Pi-la-ah-Htar u diM-GAL DUMU Bu-zi iš-ta-u-mu-ni um-ma a-na-ku-ma TlJG.HI.A ša i-na Ha-ra-ba na-du-ni i-na pa-r ni₁-ka ta-ab-la-šu-nu a-ta TVG.HI-ti-a tha-az-ba-am r a-na 1 KB 1 ma-na u 2 ma-na qa-qa-ad-ka La rna-a TVG.HI-tu-a: rPA MASKIM₁ a-di u4-mì-im i-la-pu-tu 3 ma-na KB H-im pe-er-dim iš-ti Tu-um-li-ra ₁-/im W[a-a]l-di-DINGIR ub-la-ku-nu-ti r u 1 qa-di KB ma-la iš-tu e. Tu-um-li-a u-bu-lu₁-ni-ni 1 ma-na 10 GIN KB i-li-bi₄ I-tur₄-DINGIR i-šu i-na qa-ti-šu le-qe-a u-u[l] a-na r. ša ki-ma šu-a-ti r qt₁ -bi-r ₁-ma li-iš-qu-lu-ku-nu-ti 5 ma-na KB Ga-al-ga-li-a A-lu DUMU AJdu₁<-du> u Ha-ar-šu-nu-ma-an ku-um-ri-im ša {d}UTU [u-mu-šu-nu] ma-al-u u rKB₁ i-n[a] qa-qa-ad šal-mì-šu-nu ra-k[i-iš] a-ha-rna 20 na-ru-uq SE₁ [ ••• ] iš-ti Ga-al-ga-li-a 5₁ n[a-ru-uq] KI ku-um-ri-im ša {d}UTU 3 GU URUDU SIG₅ iŠ-tí Ku-ku-wa u-mu-šu e-ta-at-qu q 1/2₁ ma-na TA i-na ITI. LKAM a-na 1 GU 2 ma-na KB KI Ki-im-A -šur 16 112 GIN KU.GI a-na iŠ-par-dí-lim₁ i-ba-5í 2/3 ma-na iš-tí {d}MAR.TU-ba-ni 213 ma-na 5 GIN KB H-im GIG iš-tí Ha-pu-a-šu 4 GIN KU.GI is-tí 1-li-mz-ša-/ar 4 na-ru-uq iŠ-tí Li-wi-/ru e. u šu-ut KB ma-la iltu / ma Tu-um-li-a u-bu-lu-ni-ni I.e. li ša-nu-um 35: 25 iš-tí-a 12 112 GIN KB ig-ri-šu u mu-ta URUDU ša-bu a-na Ku-zi-[ zi-a] qí-bi₄-ma i-hi-id-ma a-dì a-ld-ka-ni ba-ab-tì ha-ra-ni qu-ur-ba-at,"To Amurrum-bani, Silulu, Kuziziya and Assur-dan from Salim-Assur; specifically to Kuziziya: two or three times I sent word to the City, saying about the textiles that Pilah-IStar's representatives and Adad-rabi son of Buzi have been buying in the City"" - I said: ""The textiles that are deposited in Haraba, re- move them personally."" But you, you left my textiles for me. You did not pledge yourself for even 1 or 2 mi- nas of silver, in fact, until the day the attor- ney books my textiles. Wald-ilum brought you 3 minas of silver, the price of a mule together with the man from Tumliya. And together with the silver, as much as they will bring you from Tumliya, I have a claim on Itiir-ili of 1 mina 10 shekels of sil- ver; receive it from him or say it to his rep- resentatives so they can pay it to you. Galgaliya, Alu son of Adudu and Hadunuman, the priest of the sun-god, (owe me) 5 minas of silver; their term has expired and they are jointly responsible for the silver. Further, 20 sacks of grain[ ... ] owed by Gal- galiya; 5 sacks owed by the priest of the sun-god. 3 talents of good copper owed by Kukuwa, his term is overdue; he pays interest at the rate 1 112 minas per month per talent. 2 minas of silver owed by Kim-Assur. 16 112 shekels of gold for night quarters(?) is available. 2/3 mina owed by Amurrum-bani. 213 mina 5 shekels of silver, the price of wheat, owed by Happu-asu. 4 shekels of gold owed by Ili-misar. 4 sacks owed by Liwiru and the same ... the silver as much as they bring from Tumliya, He has been paid 12 112 shekels of silver, his wages and the deficit on the copper. To Kuziziya: Take care to produce my out- standing claims before I come. My journey is imminent.",AKT 6a.pdf
130. kt 94/k 1757,{d}MAR.TU-b[a-ni (. .. )] LUGAL-diM Adad Pa-na-ka qí-bi-ma Ša-lim-A -šur-ma ma-na KB 5 Panaka DIRI ša-du-a-šu bringing ša a-na na-ru-uq import -šur-be-el-a-wa-tim under pa-ni-tam awatim's ku-nu-ki-a Pa-na-ka 10 instalment. DUMU₁ Ni-dì-ba-ni u tup-pì They 12 ma-na KB minas hu-bu-li-a a-na 5 ša-na-tim 15 e. IGI 3 DUMU um-me-a-ni Here KB u tup-pd-am r. dp-qi-šu-nu-ti a-di 20 ma-na 10 GIN KB ša Wa-ah-šu-ša-na ša iš-ti Šu-Nu-nu u Šu-Ku-bi-im i-ba-5í-u KB ku-r nu ₁-ki-a lu-ub-lu-ni-ku-nu-ti-ma u tup-pd-am pd-ni-am ša 24 ma-na KB li-di-nu-ni-ku-nu-tì-ma i-na li-bi4 tup-pi-a šu-uk-na-šu KB u tup-pd-am ša Pd-na-ka u A-šur-GAL na-dš-u-ni-ku-nu-ti-ni KB šu-uq-ld u tup-pd-am ša hu-bu-li-a a-na ša ki-ma Šu-Ku-bi4-im di-na-a šu-ma U4-mu-a a-hu-ru ta-ah-ši-iš-ta-ku-nu id-a-a KB ša e. Wa-ah-šu_r ša-na a-na a-we-el-tim u I.e. pi-iq-da-ma i-be-ti-a li-bi4-Si,"Amurrum-bani, ( ... ), Ennam-Belum, Sar- and Panaka from Salim-Assur: and Assur-rabi son of Nide-bani are you 12 minas of refined silver - its duty added, its transport tariff paid, my seal, that I owe on Assur-bel- joint-stock capital, for the first also bring my tablet concerning 12 of silver from my debt, which I am pay to them in 5 years. I entrusted the silver and the tablet to them with 3 affiliated traders as witnesses. As to 20 minas 10 shekels of silver from Wahsusana that is with Su-Niinu and Su- Kiibum, let them bring you the silver under my seal and then let them give you the old tablet concerning 24 minas of silver and place it with my tablets. As to the silver and the tablet that Panaka and Assur-rabi are bringing to you, pay the silver and give the tablet concerning my debt to Su-Kiibum's representatives. If my term is not yet up, note it in your memorandum. Entrust the silver from Wahsusana to the lady and the girl, and let it remain in my house.",AKT 6a.pdf
131. kt 94/k 1751,a-na rdMAR.TU-ba-ni₁,"To Amurrum-bani, Assur-imitti, Kuziziya",AKT 6a.pdf
132. kt 94/k 1754,"a-na {d}MAR.TV-ba-ni -šur-i-mi-ti Ší-lu-lu -šur-/ dan Assur-dan, LUGAL-diM Puzur4-A-/šur nam-Assur u En-um-A -šur Puzur-Assur: qi-bi-ma um-ma Ša-lim-A -šur-ma 5 a-na Puzur 4-A -šur qi-bi-ma i-nu-mi a-na -lim{ki} tu-ur-[ da-ni] When um-ma a-na-ku-ma KB ""Abu-salim i-na KB-pi-a: A-bu-ša-l[im] i-pu-uh-im il5-qe-ma 10 purchases, a-na 5í-a-ma-tim i-dì-na-kum-[ma] i-na tup-pi-im šu-[um-ka] u-du ki-ma KB-p[ ì tal-qi-]u-ni i-nu-mi a-n[ -li]m{ki} [t]a-li-ku ba ]-at-k[ a-ma] e. 5í-bi aš-ku-na-ku-um r. um-ma a-na-ku-ma KB [(.)] u , šz-a-ma-tz-šu , v a-na ma- [ mm . ] lei tu-ša-ar a-na ba-ab DINGIR' še-ru-dì-im a-zi-iz-ma Pu-šu-ki-in u e-ba-ru-ti uš-ta-hi-du₁-ni-ma u-ta uŠ-te-ri-id-ka um-ma a-na-ku-ma a-hu-um u eb₁-ru-um i-a-ti u-ma-am i-a-ti a-na La a-we.r lim 1 ta-al-qe-a-ni-ma lu-r qu-₁[ tam] ša iŠ-tu -lim{ki} i-na KB-pi-a a-na Šu-Be-lim u En-na-Šu-in me-er-e e. 1-dì-a-bi-im tu-ta-ši-er a-hi a-ta me-er-i a-ta u-la ša a-wa-tim a-na-ku u a-ta i-hi-id-ma lu-qu-tam a-šar ta-dì-nu dì ni ma r x 1 a-na ša ki-ma i-a-ti dì-in","Amurrum-bani, Assur-imitti, Silulu, Sar-Adad, Puzur-Assur and En- from Salim-Assur; specifically to you went down to the City I said: has taken silver from my silver exchange and given it to you to carry out and your name is indicated on the tablet."" Since you received my silver, I seized you and set witnesses for you as you left for the City, saying: ""Do not release the silver or the merchan- dise bought with it to anyone."" I was ready to lead you to the Gate of the God but Piisu-ken and my friends kept warning me so I did not lead you there. I thought: ""He is a brother and a friend to me."" But today you take me for a non-gentleman, since you have released the goods you led out of the City for my silver to Su-Belum and Enna-Suen, Iddin-abum's sons. My dear brother and son, I am not a man of strife, so you must take care to give the goods wherever you handed it over ... to my representatives.",AKT 6a.pdf
133. kt 94/k 1443,um-ma Ša-lim-A _r šur 1 a-na 1-di-a-birim En-na-nim 1-na-ah-DING IR -ld-hi-im u -mur-ŠŠtar [qi-b]i4-ma a-h[u-]u-a be-lu-u-a a-tu-nu hu-ša-ru-um ik-ri-bu ša -šur [h]a-al-qu i-na ša-[ha-at] [ra-]bi4-r u [ i-]zi-za-ma tup-pd-a[ m] [ša] di-in -lim{ki} [ ka-]ra-am ša-dš-me-a-ma [a-]ma-ld rdz₁-in A-lim{ki} [x] ba-ti-[q]um h[u ... ] [ ... ]in[ .. ] break [x x x x] rx₁ nita rx₁ r. [ ... ] [x x x] di-in u₁ [x X x] r a-li MASKIM [i-pd-]li-lu šu-ta-me [u u-n]u-tdm lu-na-di-/id [a-h]u-u-a be-lu-a [a-t]u-nu i-di-ku-nu [dí.]na-ma gi-mz-la[m] [i-]ṣe-er A-šur [ u] šu-r uk-1 na 1 [ u] šu-ma ha-ra-r 1 šu-ki-nim En-na-Šu-[in] e-ti-ti-iq ka-ra-[ am] mu-uh-ra-ma a-r[e-eš1 ša -l[im{ki}] H-ip-ru-um ša ka-ri-im iš-ti e. le-ti-iq-ma a-li En-na-Šu-in wa-dJ-bu a-ma-id [dì-in A-lim{ki} ---],"From Salim-Assur to Iddin-abum, Ennanum, Inah-ili, Adida, Ennam-Assur Ali-ahum and Amur-IStar: My dear brothers and lords, the lapis lazuli that is the votive offering of Assur has been lost. Assist the attorney and the servant and have the colony hear the tablet with the verdict of the City, and in accordance with the verdict of the City ... an express caravan and wherever the attorney interrogates, he may impose an oath and then search the goods. My dear brothers and lords, you must make an effort and do a favour to Assur and to me. And if Enna-Suen has gone overland by way of the narrow track, then confront the colony so an envoy of the colony travels overland to assist the attorney, in the com- pany of the attorney, and wherever Enna- Suen may be they must ... in accordance with the verdict of the City ...",AKT 6a.pdf
134. kt 94/k 802,a-[ na] r šz₁ -ip-ri ša -lim{ki} u a-li-ki qì-bi4-ma um-ma Kur-ub-ŠŠtar u ILLAT-su-ma [hu]-ša-ru ša ša-lim-A-šur 1-šu-ri-ik 5 Issu-arik,To the envoys of the City and {other) trav- ellers from Kurub-IStar and his caravan: Lapis lazuli belonging to Salim-Assur son of was lost in the City and Adida,AKT 6a.pdf
135. kt 94/k 611,Kur-ub-Htar 1-ku-pi-a,"Kurub-IStar, Ikun-piya, Su-IStar, Adida",AKT 6a.pdf
136. kt 94/k 1169,"um-ma 1 Ša-lim-A -šur-ma₁ From 1-dì-a-bi-im Ennanum, 1-na-ah-DINGIR Ennam-Assur: Šu-ŠŠtar u -šur qì-bi-ma 5 ma-na 13 GIN KB Assur-rabi -šur-ra-bi u a-hu-šu Akuza, ha-bu-Lu.rnim1 A-ku-za ver. ld-[q]e KB I ma-na KB iŠ-ti 10 For x-(-x)lli a-ni-i[m] e. terest iš-tu 1 4 ša-na-tim : r. a-we-el-tum KB Whether lu En-nam-A -šur 15 nam-Assur qa-qa-ad KB sum it-ra-šu-ma down. : lu ta-aŠ-qu-ul-ma You li-zi-zi-im 20 come a-ki-am iŠ-tt na-am-gi5-ra 1 ša ša-tim e. Take i( 1tí-[in le-qeúa-ma ... ]-a 25 a-hu-a a-tu-/nu I.e. : a-we-el-tam v ,v","Salim-Assur to Iddin-abum, Inah-ili, Ikun-piya, Su-IStar and and his brother, the sons of owe me 8 minas 13 shekels of sil- hear that the silver has been received. the 8 minas of silver he must add in- with this ... for 4 years. the lady has received it or En- has received it, take the capital from the man, for the lady is tied are to pay the silver and it must be- available for her. it is like that, make an agreement with man. interest for a single year and ... pay full. dear brothers, make the lady listen to letter.",AKT 6a.pdf
