transliteration,translation,source
<PN>Lāqēp</PN> mer'a <PN>Šu-Aššur</PN> <PN>Adin</PN> ašammema maškattušu ušēbilam ammākam mer'a <PN>Puzur-šaduē</PN> ša-lā-mā lu kaspam šalṭam lu ši'im perekannē ušēbilam kaspam mala ušēbilanni i- kunnukīšuma i- qātē amtīa libši aḫḫūa attunu ammākam amtam u <PN>Evari-muža</PN> naḫḫidamma ba'abtī lupaḫḫerūma kaspam mala tušēṣṣa'āninni ina kunukkīkunu adi allakanni i- bētīa libši u ṣuḫārīa naḫḫidamma uṭṭatam u eṣē lupaḫḫerūnim uṭṭatam lu še'am lu aršāti ša ušēribūninnima ana kaspam amtum lu tattaddinma kaspam bētēša libši adi allakanni 12 šiqil kaspam ište … 6 ereqqātum ište <PN>Wašiuman</PN> aḫḫūa attunu ba'abtī za-ište-a-,"... I gave to Lā-qēp son of Šu-Aššur. I hear that he sent his deposit. Ask the son of Puzur-šaduʾe there whether he sent ready cash or the proceeds from the . What silver he sent should remain in the hands of my maid under his own seal. My dear brothers, instruct the maid and Ewarimuša there to collect my outstanding claims, and the silver you produce (plural) should remain in my house under your seals until I arrive. Also, instruct my servants to gather grain and firewood. The maid should sell the grain, whether barley or wheat, that they bring in, for silver and the silver should remain in her house until I come. 12 shekels of silver is owed by PN. 6 wagons are owed by Aši-uman. My dear brothers, clear my outstanding claims.",original
14 … <PN>Mana</PN> x 8⅔ šiqil kaspam ši'im annukum ṣubātem u emārū,"14 minas [x] + 8⅔ shekels of silver is the price of tin, textiles and donkeys.",original
10 šiqil kaspam ṣarrupam ana beālem ana <PN>Šu-Nunu</PN> 1 šiqil ana niqīšu 7 šiqil ana <PN>Ili-ašranni</PN> <PN>Wardum-ni</PN> 2 šiqil a- niqīšu ana <PN>Šu-Ištar</PN> mer'a <PN>Šukketem</PN> 1½ šiqil ana <PN>Ilī-bānī</PN> 1½ šiqil ana <PN>Aššur-lamassī</PN> mer'a <PN>Šabaḫānim</PN> 1 šiqil ana <PN>Araššig-Atal</PN> 1 šiqil ana <PN>Abu-šalim</PN> x i--x … [...] x x x x x x a- x x na x x x ri-im x x-a--na x x x <PN>Kia</PN> x x ni ana <PN>Didā</PN> … aḫamma inūmi <PN>Aššur-ṭāb</PN> i--na-na e-ḫu-zu 1½ šiqil kaspam ana amtīšu 1 šiqil ana ša <PN>Lā-qēpim</PN> 3 šiqil inūmi mer'a <PN>Elamma</PN> e-ḫu-zu a- maḫātini <PN>Adin</PN>,"10 shekels of refined silver for a working capital for Šu-Nūnu; 1 shekel for his sacrifice; 7 shekels for Ilī-ašrannī our slave(?); 2 shekels for his sacrifice to Šu-Ištar son of Šukkutum; 1½ shekel for Ilī-bāni; 1½ shekel for Aššur-lamassī son of Šabahānum; 1 shekel for Arašihatal; 1 shekel for Abu-šalim; ... ... for Tida... further, when Aššur-ṭāb married Inanna 1½ shekel of silver for his maid;",original
ana <PN>Amurrum-bānī</PN> <PN>Ennānim</PN> u <PN>Ennum-Aššur</PN> qibima umma <PN>Kukuwa-ma</PN> annākam ḫarrānī atabbe'amma attallakam <PN>Idī-Ištar</PN> u <PN>Adad-ṣulūlī</PN> im-ṣí-u-mā umma šunuma mimma kasap <PN>Mannum-bālum-Aššur</PN> ina libbīka niṣbat apputtum aḫḫūa bēlūa attunu ammākam bētem x uparrid tîrtušu ana ṣēr ša kīma iāti lillikamma latbe'amma lattalkam x x x x ta x ṣimid x x ta al ta zi it x x x a--ša-kà-ku-ni … ana x na x x me-mā … me x zu … ṣubātem … … mi'at … (large break),"To Amurrum-bāni, Ennānum and Ennam-Aššur from Kukuwa: Here I would set out on a journey and come, (but) Iddin-Ištar and Adad-ṣulūlī on their own responsibility and said: We have seized all the silver belonging to Mannum-balum-Aššur that was in your possession."" Urgent, my dear brothers and lords, he terrified the house there ... His message should come to my representatives, so I can set out and come. ...""",original
kunuk <PN>Amur-Ištar</PN> kunuk <PN>Ennam-Aššur</PN> mer'a <PN>Menā</PN> kunuk <PN>Iddin-abim</PN> ša ḫubul <PN>Iddin-abim</PN> 20 <PN>Mana</PN> kaspam ṣarrupam ištu ḫamuštem ša <PN>Libbā</PN> ana 13 ḫamšātem išaqqal <PN>Šuma</PN> lā išqul 1½ šiqil ina warḫem ana 1 manā'em uṣṣab <PN>Šuma</PN> lāma ūmūšu imlu'ūni ṭuppušu ša naruqqīšu il-ta-áp-tù 5 <PN>Mana</PN> ḫurāṣum šumē šu-(d)EN.LÍL ilappat,"Seal of Amur-Ištar, seal of Ennam-Aššur son of Menaya, seal of Iddin-abum. Concerning the debt of Iddin-abum: Reckoned from the week of Libbaya he must pay 20 minas of refined silver within 13 weeks. If he has not paid (in time), he must pay interest at the rate 1½ shekel per month per mina. If they have written the tablet for his joint-stock investment before the completion of his term, he shall book 5 minas of gold in Šu-Illil's name.",original
ina 16⅚ <PN>Mana</PN> <PN>Ḫusārim</PN> ša ikribē ša <GN>Aššur</GN> SAG.BA 1 <PN>Mana</PN> 5½ šiqil ana <PN>Itūr-ilī</PN> addinma ana ši'āmātem ana <GN>Timelkiya</GN> <PN>Al-abam</PN> ušēbil 2 <PN>Mana</PN> 15½ šiqil ana šī-a--mā-tí-mā tamkārum ana <PN>Šu-Ištar</PN> mer'a <PN>Šukketem</PN> iddin šîttē <PN>Ḫusārim</PN> 13⅓ <PN>Mana</PN> 9 šiqil ište <PN>Ennum-Aššur</PN> ibašši,"Of the 16 ⅚ minas of lapis lazuli from the votive offerings for Aššur, thereof I gave 1 mina 5 ½ shekels to Itūr-ilī and he sent Ali-abum to Timelkiya to make purchases. The merchant gave 2 minas 15 ½ shekels, also for purchase, to Šu-Ištar son of Šukkutum. The rest of the lapis lazuli, 13 ⅓ minas 9 shekels, is with Ennam-Aššur.",original
umma <PN>Idī-Suen-ma</PN> ana <PN>Ilī-bānī</PN> <PN>Abela</PN> u <PN>Enna-Suen</PN> qibima ina <PN>Bana</PN> unūtīa <PN>Ladiāma</PN> miššu unūtīa ta-at-ba-al-mā nikkassē ištēa ula ta-sí u ūmam luqūtī x ta-ar-de₈-a--mā kunukkē ša <PN>Abiā</PN> u ummiānīa ula amur kunukkē tù-pá-ṭé-er-mā tu-BA-li-iḫ ṣubātam narbam aḫātī tušēbilam <PN>Adā</PN> ṣubātem ta-ak-ta-lā <PN>Šuma</PN> āsum ṣubātem ammiem kīma … ša abīka napa'aštaka lā a--ište-is mīnam ḫabbulākuma 3 ṣubātīa ta-ak-ta-lā kīma <PN>Adā</PN> sà-ra-tí-ni-mā … pu-ru-sà i--dí-ni anāku lā ide miššum <PN>Adā</PN> unūtīa tatbal,"Thus Iddin-Suen say to Ilī-bāni, Ab[ila?] and Enna(m)-Suen: I wished to deposit my goods at the start, so why have you taken away my goods without having settled accounts with me? And today you have taken along my merchandise and the seals of my father and my investor(s), you have broken these seals without me even having seen them and so have ... ... ... ... My sister sent me a soft garment, but you have held back that garment. If, because of this textile, as if it were your father's, I have not cut your throat, what then do I owe you that you have held back 3 textiles of mine? That ... ... ... you are false(?) and the  of .. ... ...  ... ... ..., would I not know that? Why have you taken away my goods?""""",original
96 kutānū ša <PN>Iliā</PN> 12 kutānū ša <PN>Aššur-lamassī</PN> 1 mi'at x ša <PN>Kurub-Ištar</PN> 1 mi'at lā 2 ša <PN>Elamma</PN>,"96 -textiles of Iliya, 12 -textiles of Aššur-lamassī, 100 of Kurub-Ištar, 98 of Elamma.",original
ana <PN>Ennānim</PN> <PN>Aššur-bānī</PN> u <PN>Al-aḫim</PN> qibima umma <PN>Bēlum-bānī-ma</PN> aššumi annukum ša ašpurakkunutini umma anākuma annukum ana <PN>Bēlānim</PN> dinamma <PN>Bēlānum</PN> lublam annākam <PN>Bēlānum</PN> ḫarraššu ištēni ana <PN>Šalm-Aššur</PN> dinamma annukum <PN>Šalim-Aššur</PN> lublam aššumi kaspam ša šazzuztī <PN>Alulā</PN> išqulakkunūtini kaspam lu a- ḫubullīa ta-ṣimid-qú-lā-mā ṭuppam ḫarmam ša kunukkīa tušēṣiā ṭuppam li-it-a--mā šēbilānem u ana šîttē kaspam tîrtakunu lillikam <PN>Šuma</PN> <PN>Šu-Kūbam</PN> kaspam tuštašqilā šīmam ša balāṭīa šāmamma šēbilānem a--xx lā <PN>Aššur-nādā</PN> x <PN>Mana</PN> 5 šiqil kaspam na-bu-tám u 10 <PN>Mana</PN> weri šikkam iddinam ṣabtaššuma ⅓ <PN>Mana</PN> 1 šiqil kaspam šašqilāšu,"To Ennānum, Aššur-bāni and Ali-ahum from Bēlum-bāni: Concerning the tin I wrote to you about, where I said: Give the tin to Bēlānum and let Bēlānum bring it,  Bēlānum travels here together with us. Give it to Šalim-Aššur and let Šalim-Aššur bring the tin. Concerning the silver that Alulaya's representative paid to you - what silver you have paid on my debt and recovered the certified tablet with my seal - split that tablet and send it to me. then send me word about the rest of the silver. If you have made Šu-Kūbum pay silver, then make a profitable purchase for me and send it to me. ... Aššur-nādā ... 5 shekels of silver ... and he gave me 10 minas of copper. Seize him and make him pay ⅓ mina 1 shekel of silver.",original
<PN>Šalim-Aššur</PN> aṣṣēr <PN>Amur-Ištar</PN> uṭaḫḫiniātima umma <PN>Šalim-Aššur-ma</PN> ana <PN>Amur-Ištar-ma</PN> miššum ši'im ṣubātīa weri taṣbat umma <PN>Amur-Ištar-ma</PN> 4 bilat weri lammunam kēna aṣbat balum <PN>Ḫinnaya</PN> u šēbē aṣbat umma <PN>Šalim-Aššur-ma</PN> Ḫapuratayam talqe umma <PN>Amur-Ištar-ma</PN> ša ina qātem aḫ-ta-šu-šu alqe <PN>Adā</PN> luqūtī ša 10 <PN>Mana</PN> kaspam lā taṣbat umma <PN>Šalim-Aššur-ma</PN> mimma ula aṣbat umma <PN>Amur-Ištar-ma</PN> ana ṣuḫārīa ana <GN>Zalpa</GN> aštappar ṣuḫārī lillikamma lātawwi umma <PN>Amur-Ištar-ma</PN> anāku aše''eka ūl <PN>Adā</PN> ta-šé-e-a--ni maḫar <PN>Amurrum-bānī</PN> maḫar <PN>Pūšu-kēn</PN> ana awâtem anniātem kārum <GN>Kaneš</GN> iddinniātima šēbuttīni maḫar patar ša <GN>Aššur</GN> niddin,"Šalim-Aššur made us approach Amur-Ištạr, and Šalim-Aššur said to Amur-Ištar: Why have you seized the copper that was the proceeds from my textiles?"" Amur-Ištar answered: ""Yes, I have seized 4 talents of poor copper. I seized it without hinnaya's permission and without witnesses."" Šalim-Aššur said: ""Did you take copper from haburat?"" Amur-Ištar answered: ""I took what I could grab. But did you not seize my merchandise worth 10 minas of silver?"" Šalim-Aššur answered: ""I have seized nothing."" Amur-Ištar said: ""I have sent my servant to Zalpa. When my servant comes I shall discuss (further)."" Amur-Ištar continued: ""It is I who am suing you, not you who are suing me."" Witnessed by Amurrum-bāni, by Pūšu-kēn. The Kanesh colony gave us for these proceedings and we gave our testimony before Aššur's dagger. """,original
umma <PN>Laliama</PN> ana <PN>Aššur-ennam</PN> u <PN>Dadā</PN> qibima ana <PN>Aššur-ennam</PN> qibima lulā'am kunukkīa u arzallam ša e-zi-ba-ku-ni <PN>Šuma</PN> aḫī <PN>Adā</PN> lulā'am kunukkīa u arzallam ana <PN>Dadā</PN> dēn asurre lulā'am u arzallam ana <PN>Dadā</PN> e lā tadinma libbi e imraṣ ana <PN>Dadā</PN> qibima <PN>Šuma</PN> lulā'am u arzallam lā iddanakkum da-na-at-kà qibišum,"Thus Laliya, say to Aššur-ennam and Dadaya, and in particular to Aššur-ennam: The antimony under my seal and the, which I left to you, please, my brother, give that antimony under my seal and the to Dadaya. By no means fail to give the antimony and the to Dadaya lest I get angry! Say to Dadaya: ""If he does not give you the antimony and the, state to him your harsh condition!""""",original
ana <PN>Elamma</PN> qibima umma <PN>Aššur-rē'īma</PN> 2 šulupkā'ū ša ušēbilanni <PN>Aššur-muttabbil</PN> ana 30 <PN>Mana</PN> masi'am lāma allikanni il-qé-šu-nu warkānum umma šūtma ṣubātēka liqe 1 ṣubātem šé-šé-ra-am i--pu-ḫu-šu šaniam <PN>Urišuš</PN> ṣubātem a- panīa i--dí-u-šu-nu abī <PN>Adā</PN> bēlī <PN>Adā</PN> lā u-nu-u-ni tîrtaka lillikamma ši'im ṣubātem liddinūnimma lattalkam amma a--ša tātawuni umma attāma arḫiš ta-ta-lā-warḫum tù-ZA-ra-x-ni,"Say to Elamma, thus Aššur-rē'ī: The 2 Šulupkaean textiles I sent you Aššur-mūtappil had taken for 30 minas of refined copper before I arrived. Afterwards he said: 'Take your textiles!' [As for 1] ... textile, instead of it they asked for another one. They deposited the textile(s) before me. Please my father, my lord, they must not cheat me! Let a message of yours come here so that they give me the price of the textiles, then I will leave. Now then, as for what you said: 'Leave quickly!' you are ...ing me.""""",original
ana <PN>Itūr-ilī</PN> qibima umma <PN>Alulā</PN> u tamkārumma 16⅔ <PN>Mana</PN> riksam kunnukī ša <PN>Alulā</PN> ša <PN>Šalim-wardī</PN> u <PN>Evari-muža</PN> ublūnekkunnima šumē tamkārum uddu'uma ana nabšiem nušēbilakkunni tamkārum <PN>Ennum-Aššur</PN> ammākam riksam ana <PN>Ennum-Aššur</PN> dinma u tîrtaka lēzibam adi annukum ša taddinunima 27 <PN>Mana</PN> annukum iš-tí-kà-mā ibašši 30 <PN>Mana</PN> annukum taddinamma ište <PN>Pilaḫ-Ištar</PN> ibašši abī <PN>Adā</PN> a- šumīka saḫrākuma libbi lā x x dēn šī x x lu ta da a-,"To Itūr-ilī from Alulaya and the merchant: The bundle of 16⅔ minas, sealed by Alulaya, that Šalim-wardī and Ewarimuša brought to you and for which the name of the merchant was made known, and which we sent you for safe-keeping - Ennam-Aššur was the merchant. Give the bundle to Ennam-Aššur there and then let him leave a message from you for me.  With respect to the tin you sold, 27 minas of tin are in your possession; You sold 30 minas of tin and that is with Pilah-Ištar. My dear father, because of you I am delayed and my heart ...",original
kīma <PN>Nuḫšātim</PN> u <PN>Ennum-Aššur</PN> i--… u <PN>Puzur-Ištar</PN> ušbū kīma <PN>Amur-Aššur</PN> <PN>Šu-Ḫubur</PN> u <PN>Adad-x-x</PN> ušbū awīlū anniūtum a- tîrtī amtem ša <PN>Amur-Aššur</PN> awâtem ugammerūma ištu ḫamuštem ša <PN>Aššur-imittī</PN> ana 6 warḫem ana <PN>Amur-Aššur</PN> išappuruma adi <PN>tí-Wardum-tum</PN> ša <PN>Amur-Aššur</PN> i--ba-lā-kà-ta-ni allān 6 šiqil kaspam mimma šaniam lā ezib,"On behalf of Nuhšātum and Ennam-Aššur, I ... and Puzur-Ištar sat down; on behalf of Amur-Aššur, Šu-Hubur and Adad-... sat down. These men concluded the matter of Amur-Aššur's maid, so that they will write to Amur-Aššur within 6 months after the week of Aššur-imittī, and until Amur-Aššur's answer is sent across, he will leave nothing else apart from 6 shekels of silver.",original
inūmi ša-ap-li i- ḫamuštem 1¼ šiqil ana emmerū ⅔ šiqil 15 uṭṭat ana 3 biltēn ⅓ šiqil 15 uṭṭat ana umṣem 1⅔ šiqil ana Ì.NUN 2½ šiqil ana emmerū inūmi li-mā-ni 1½ šiqil ana paššūrē u <PN>Ḫašale</PN> 22½ uṭṭat a- kà-ni-im ša maḫar kuṣ'em 1½ šiqil ana eṣē ša ni-ib-sí-im 2⅔ šiqil a--na-ru-uq še'em 2 šiqil ana 2 karpatem aršāti i--wa-li-ba-ni-mā ⅓ šiqil 15 uṭṭat ana 3 bilātem eṣē šaqil 1½ šiqil ana 4 kirrātem ašqul 2 karpatem aršāti 2⅙ šiqil 2 karpatem še'um 2⅓ šiqil šaqil i- ḫamuštem ašqul 2⅓ šiqil a--na-ru-uq še'em ašqul 2 karpatem aršāti 2⅓ šiqil ašqul 1⅓ šiqil 15 uṭṭat ana 3 bilātem ašqul ⅓ šiqil a- niqē ša uṭṭetem eppušu ½ šiqil a- qanuē i--wa-li-ba-ni ašqul ½ naruq še'am 2⅓ šiqil ašqul 3 karpatem aršāti 3½ šiqil ašqul 1⅓ šiqil ana emmerū 1½ šiqil eṣē ša ni-ib-sí-im i- ša <PN>Parka</PN> ⅙ šiqil a--ni-ib-šī-im,During the bottom end of the week-eponymy 1 1 / 4 shekel for a sheep; 3 / 4 shekel for 3 double loads <of firewood>; 5 / 12 shekel for dried meat; 1⅔ shekel for butter; 2½ shekels for a sheep at the time of our eponymy; 1½ shekel for tables and ... ... ... ...; 22½ grains for a pot-stand? which is in front of the chair; 1½ shekel for wood of the ... ... ... ...; 2⅔ shekels for a sack of barley; 2 shekels for two jars of wheat also in Walibani; 5 / 12 shekels paid for 3 loads of firewood; 1½ shekel I paid for 4 jars of beer; (for) 2 jars of wheat 2⅙ shekels; (for) 2 jars of barley 2⅓ shekels was paid; I paid (it) during the week-eponymy. I paid 2⅓ shekels for a sack of barley; (for) 2 jars of wheat I paid 2⅓ shekels; I paid 1 shekel 75 grains for 3 loads; ⅓ shekel for the grain offering that I made; ½ shekel I paid for reed in Walibani; (for) ½ sack of barley I paid 2⅓ shekels; for 3 jars of wheat I paid 3½ shekels; 1⅓? shekel for a sheep; 1½ shekel for firewood of ... ... ... ... during the festival of Parka; 1 / 6 shekel for ... ... ... ...,original
ana <PN>Al-aḫim</PN> qibima umma <PN>Damiq-pī-Aššur-ma</PN> ša 3 šiqil kaspam saḫertam siparrātem mi'at šī-na-… ku-… … … lublam x …-nu-x i- <GN>Ḫaḫḫim</GN> ra da … a- bēt,"To Ali-ahum from Damiq-pī-Aššur: Small goods worth 3 shekels of silver, bronze pins, 100 ... send to me. The servant of the s. of Kasiya should bring it. On the day that ... in hahhum ...",original
ana <PN>Kuzizīya</PN> <PN>Al-aḫim</PN> xx-ni-im u <PN>Šāt-Anna</PN> qibima umma <PN>Man-maḫir-ma</PN> 6½ bilat weri damiqtam <PN>Bēliā</PN> mer'a <PN>Ilī-kurub</PN> ša <GN>Tišmurna</GN> ḫabbulam ṭuppēa peteamma ṭuppušu šēli'amma ammākam weri u ṣibassu šašqilšu u aḫamma 25 <PN>Mana</PN> weri damiqtam ši'im emārum šūtma ḫabbulam ištu ūmem ša ṭuppam al-pu-tù-ni ana x warḫem išaqqal <PN>Šuma</PN> lā išqul ana ṣibtem kīma awāt kārem illakšum ṣabtaššuma weri u ṣibassu šašqilāšu adi tîrtī illakanni weri bētum ištên i- barēkunu kunkāma libbiši <PN>Šuma</PN> … a- ṣibtem u-ša-ḫa-at-ku-nu ula 20 ula 30 kutānē dināšuma lig-mì-lā-ni u weri ana ṣubātem lišqulam ina šamši ṭuppam ulappitakkunūtini ana <GN>Waḫšušana</GN> attallak kīma ṭuppī tašmeāni … … šu … … i- … lillikam 1 šiqil kaspam <PN>Amur-Aššur</PN> aḫūni naš'akkunūti šu-,"To Kuziziya, Ali-ahum, ...num and Šāt-[Anna] from Man-mahir: Bēliya son of Ilī-kurub from Tišmurna owes me 6½ talents of good copper. Open for my tablets, produce his tablet and have him pay the copper and its interest there. Also, he furthermore owes me 25 minas of good copper, the price of a donkey. He is to pay within x months from the day I wrote the tablet. If he has not paid (in time), interest will accrue for him in accordance with the rules of the colony. Seize him and have him pay the copper and its interest. Until my instructions arrive, seal it in a house belonging to one of you and let it remain there. If he clears you for the interest, then give him either 20 or 30 -textiles and let him do me a favour and so let him pay the copper for the textiles. The very day I wrote the letter to you I left for Wahšušana. When you have heard the letter ... should come here. Amur Aššur our colleague brings you 1 shekel of silver. Buy boots ... of good quality. ",original
