entry_type,form,norm,lexeme,type,known_meaning,train_frequency,in_train_data,eBL
lexicon,il₅-pu-tù,ilputū,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,il₅-pu-tù,ilputu,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,ÌR-dim,Wardem,Wardu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wardu
lexicon,sú-e-im,šu'êm,šuā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šuā'u
lexicon,sú-ub-ri-kà,ṣubrīka,ṣubaru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubaru
lexicon,ṣa-ba-sú-nu-ma,ṣabassunuma,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,ur-du-um,Urdum,Wardu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wardu
lexicon,ṣú-ub-ri-im,ṣubrem,ṣubaru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubaru
lexicon,il₅-pu-tù-kà,ilputūka,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,al-pu-ut-kà,alputka,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,TÚG-tum,ṣubātum,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,wa-ar-dim,Wardem,Wardu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wardu
lexicon,ṣa-ab-ta-ku-um,ṣabtakkum,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,šu-be-lam₅,Šu-Bēlam,Šu-Bēlu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šu-Bēlu
lexicon,ḫa-ra-nim-ma,ḫarrānemma,ḫarrānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫarrānu
lexicon,iṣ-bu-tù-kà-ni,iṣbutūkani,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,šu-da-gán,Šu-Dagān,Šu-Dagān,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šu-Dagān
lexicon,ḫa-tí-kà-it-ra,Ḫatikaitra,Ḫatikaitra,GN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ḫatikaitra
lexicon,ḫa-té-e,Ḫatte,Ḫatte,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ḫatte
lexicon,lá-mì-id-ni-a-tí,lammidniāti,lamādu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lamādu
lexicon,šu-be-lam,Šu-Bēlam,Šu-Bēlu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šu-Bēlu
lexicon,a-ba-kà,abāka,abu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=abu
lexicon,šu-bé-lum,Šu-Bēlum,Šu-Bēlu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šu-Bēlu
lexicon,ṣa-áb-tí-ma,ṣabtīma,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,ṣa-áb-tí-šu-ma,ṣabtīšuma,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,a-ni-e-em,anniem,anniu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=anniu
lexicon,ḫa-a-tim,ḫatêm,ḫaṭ'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫaṭ'u
lexicon,wa-ar-dum,wardum,wardu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=wardu
lexicon,ḫa-šu-ta-a-li-i,Ḫašutayali,Ḫašutayali,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ḫašutayali
lexicon,lu-lá-mì-id-kà-ma,lulammidkama,lamādu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lamādu
lexicon,ḫa-ra-nàm,ḫarrānam,ḫarrānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫarrānu
lexicon,ḫa-ṭí-šu,ḫaṭṭīšu,ḫaṭṭu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫaṭṭu
lexicon,ḫa-zu-a-lá,Ḫazuala,Ḫazualla,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ḫazualla
lexicon,ta-aṣ-ba-tám-ma,taṣbatamma,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,lá-ḫu-ta,Laḫuta (place name),Laḫuta,GN,,1,True,https://www.ebl.lmu.de/dictionary?word=Laḫuta
lexicon,ša-bu-ri-im,šabburem,šabburu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šabburu
lexicon,IR-dí-šu,wardīšu,wardu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=wardu
lexicon,ḫa-a-tim,ḫaṭṭim,ḫaṭṭu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫaṭṭu
lexicon,ḫa-a-tim,Ḫattim,Ḫattu,GN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ḫattu
lexicon,šu-EN.LÍL,Šu-Enlil,Šu-Enlil,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šu-Enlil
lexicon,šu-ḫa-ni-iš,Šu-Ḫaniš,Šu-Ḫaniš,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šu-Ḫaniš
lexicon,tù-lá-ma-da-ni,tulammadāni,lamādu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lamādu
lexicon,a-ni-ú-tum-ma,anniūtumma,anniu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=anniu
lexicon,ḫa-šu-i-li,Ḫaššu-ilī,Ḫašuili,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ḫašuili
lexicon,ú-lá-ma-da-ni,ulammadanni,lamādu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lamādu
lexicon,šu-EN.LÍL-ma,Šu-Enlil-ma,Šu-Enlil,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šu-Enlil
lexicon,la-ma-sí,Lamassī,Lamassī,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Lamassī
lexicon,lá-pí-ta-ma,lappitamma,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,ḫa-qá,Ḫaqa,Ḫaqa,GN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ḫaqa
lexicon,TÚG-tí-kà,ṣubātēka,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,ur-dum,Wardum,Wardu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wardu
lexicon,iḫ-ri-im,iḫrim,ḫarāmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫarāmu
lexicon,ṣú-ba-tù-a,ṣubātūa,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,a-nu-qú-um,annuqum,annuqu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=annuqu
lexicon,ḫi-ir-ma,ḫirmā,ḫarāmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫarāmu
lexicon,ḫa-bu-a-la,Ḫappu-ala,Ḫapuala,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ḫapuala
lexicon,(TÚG)ṣú-ba-tí-kà,ṣubātīka,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,il₅-pu-tù-ni,ilputūni,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,TÚG-tí-kà,ṣubātīka,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,i-ṣí-bi-it-ma,iṣṣibitma,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,lá-aṣ-ba-at-ma,laṣbatma,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,a-nu-gu-tí,Anuguti,Anuguti,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Anuguti
lexicon,ú-šé-ra-sú-nu-ma,ušērrassunuma,warādu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warādu
lexicon,ḫa-bu-ra-ta-i-a-am,Ḫapuratayam,ḫapuratau,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫapuratau
lexicon,(TÚG)ṣú-ba-tám,ṣubātam,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,il₅-pu-tù-šu,ilputūšu,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,ni-ṣa-ba-sú,niṣabbassu,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,TÚG-ba-tí,ṣubātē,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,lá-pì-it,lapit,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,iḫ-ri-mu-ma,iḫrimūma,ḫarāmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫarāmu
lexicon,an-ni-ki,anniqī,annuqu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=annuqu
lexicon,TÚG.ḪI,ṣubātē,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,TÚG.ḪI.A-tí,ṣubātē,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,ni-ṣa-ba-at-ma,niṣabbatma,ṣabātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣabātu
lexicon,TÚG-tí,ṣubātē,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,ú-ḫa-ri-mu,uḫarrimū,ḫarāmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫarāmu
lexicon,wa-ar-da-nim,Wardānim,Wardānu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wardānu
lexicon,(TÚG)ṣú-ba-tù,ṣubātū,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,TÚG.ḪI,ṣubātū,ṣubātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ṣubātu
lexicon,il₅-tap-tù-ni,iltaptūni,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,ú-ḫa-ri-mu,uḫarrimu,ḫarāmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫarāmu
lexicon,il₅-pu-tù-šu,ilputūšu,lapātu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=lapātu
lexicon,ú-ta-a,uta,watā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=watā'u
lexicon,i-dí-ku-bu-ma,Iddin-Kūbumma,Iddin-Kūbu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Iddin-Kūbu
lexicon,a-ta-al-kam,attalkam,alāku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=alāku
lexicon,2-ni-šu,šinēšu,šinēšu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šinēšu
lexicon,ḫu-sà-ru,ḫusārū,ḫusāru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫusāru
lexicon,kur-bi-a-a,Kurbiā,Kurbiā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kurbiā
lexicon,ḫu-sà-ru-ú,ḫusārū,ḫusāru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫusāru
lexicon,kur-ub-a-a,Kurubāya,Kurbā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kurbā
lexicon,a-mu-ri-im,amurrîm,Amurriu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=Amurriu
lexicon,ku-ra-áš-mì-iš,Kurašmiš,Kurašmiš,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kurašmiš
lexicon,2-šé-ni-šu,šinēšu,šinēšu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šinēšu
lexicon,a-mu-tí-šu,amuttīšu,amuttu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=amuttu
lexicon,ta-ša-ḫu-ta,tašaḫḫutā,šaḫātum,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šaḫātum
lexicon,ku-ra-a,Kura,Kurā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kurā
lexicon,ú-ša-ḫi-sú,ušaḫḫissu,šaḫātum,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šaḫātum
lexicon,ú-ša-ḫi-it-ma,ušaḫḫitma,šaḫātum,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šaḫātum
lexicon,we-du-um,wēdum,wēdiu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=wēdiu
lexicon,a-kál,akal,akulum,word,,1,True,https://www.ebl.lmu.de/dictionary?word=akulum
lexicon,NA₄.GÌN.ZA,ḫusārum,ḫusāru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫusāru
lexicon,ḫu-sá-ru-um,ḫusārum,ḫusāru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫusāru
lexicon,šu-ùḫ-ta,šuḫtā,šaḫātum,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šaḫātum
lexicon,URUDU-ú-šu,weriušu,warī'um,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warī'um
lexicon,URUDU-šu,weriūšu,warī'um,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warī'um
lexicon,a-ta-wa,Wawata,Wawata,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wawata
lexicon,URUDU-ri-i,werî,warī'um,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warī'um
lexicon,i-a-an-tal-ga,Iantalga,Iantalga,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Iantalga
lexicon,ší-mì-ša,šīmīša,šīmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šīmu
lexicon,ku-nu-ke-e,kunukkē,kunukku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,a-mu-ri-e,ammurê,Amurriu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=Amurriu
lexicon,we-dí-šu-ma,wēdīšuma,wēdiu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=wēdiu
lexicon,URUDU-um,werium,warī'um,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warī'um
lexicon,a-mu-ru-um-ba-ni,Amurrum-bānī,Amurrum-bānī,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Amurrum-bānī
lexicon,i-a-im,iā'em,iā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=iā'u
lexicon,a-mu-ru-ba-ni,Amurru-bānī,Amurrum-bānī,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Amurrum-bānī
lexicon,NA₄.GÌN.ZA,ḫusārem,ḫusāru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫusāru
lexicon,NA₄.GÌN.ZA,ḫusāram,ḫusāru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=ḫusāru
lexicon,ta-ša-ḫu-ṭá,tašaḫḫutā,šaḫātum,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šaḫātum
lexicon,we-da-am,wēdam,wēdiu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=wēdiu
lexicon,ku-nu-kam,kunukkam,kunukku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,ku-ni-li,Kunila,Kunila,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kunila
lexicon,sí-lu-lu,Ṣilūlu,Ṣilūlu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ṣilūlu
lexicon,wa-at-ru-ú-tim,watrūtem,watru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=watru
lexicon,e-ri-a,werīa,warī'um,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warī'um
lexicon,i-da-zu,Idazu,Ida-Suen,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ida-Suen
lexicon,AḪ.ME,kumrem,kumru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kumru
lexicon,ku-ni-la,Kunila,Kunila,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kunila
lexicon,ší-mì-be-li,Šime-bēlī,Šime-bēlī,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šime-bēlī
lexicon,AḪ.ME,kumrē,kumru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kumru
lexicon,ib-na-a,Ibnā,Ibnā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ibnā
lexicon,i-ba,Ibā,Ibā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ibā
lexicon,a-mur-a-a,Amurā,Amurrā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Amurrā
lexicon,ší-mì-šu,šīmīšu,šīmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šīmu
lexicon,wa-wa-li,Wawali,Wawali,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wawali
lexicon,al-wa,Wawala,Wawala,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wawala
lexicon,i-da-a,Idāya,Idā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Idā
lexicon,AḪ.ME,kumrum,kumru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kumru
lexicon,lá-áš-ku-un,laškun,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,ú-tù-ur-tám,uturtam,watru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=watru
lexicon,ší-mì-šu,šīmīšu,šīmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šīmu
lexicon,URUDU-ak-nu,weriaknu,warī'um,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warī'um
lexicon,sà-ḫa-ar-tí,saḫartē,saḫertu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=saḫertu
lexicon,a-lá,Alā,Alā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Alā
lexicon,ku-na-na-mì-it,Kunanamit,Kunanamit,GN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kunanamit
lexicon,sà-ḫa-ar-tám,saḫartam,saḫertu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=saḫertu
lexicon,sà-ḫa-ar-tí-šu,saḫartīšu,saḫertu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=saḫertu
lexicon,ib-ki-im,Ibkim,Ibqu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ibqu
lexicon,al-wa,Alā,Alā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Alā
lexicon,ib-ni-sú-in,Ibni-Suen,Ibni-Suen,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ibni-Suen
lexicon,ší-ma-ta-nim,Šimat-Anim,Šimat-Anu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šimat-Anu
lexicon,AḪ.ME,kumri,kumru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kumru
lexicon,ší-ma-ší-tí-ša,Šimašitiša,Šimašitiša,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šimašitiša
lexicon,AḪ.ME,kumur,kumru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kumru
lexicon,ší-i-mu,šīmū,šīmu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šīmu
lexicon,ku-nu-ki-šu-ma,kunnukīšuma,kunukku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,ku-bu-ur-ší-num,kuburšinnum,KuBuršinnu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=KuBuršinnu
lexicon,wa-ar-ke-e,warke,warke,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warke
lexicon,i-ší-ik-na-ni,iššiknanni,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,i-ší-ik-nu-ma,iššiknuma,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,i-ší-ik-nu-ma,iššiknūma,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,e-dí-in-a-šùr,Iddin-Aššur,Iddin-Aššur,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Iddin-Aššur
lexicon,iš-ta-kà-an,ištakan,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,iš-ta-kán,ištakan,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,iš-ta-ku-nu,ištakkunu,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,ku-tù-bi-iš,Kutupuš,Kudubiš,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kudubiš
lexicon,iš-ta-ku-nu,ištakunu,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,e-dí-na-a-šùr,Iddin-Aššur,Iddin-Aššur,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Iddin-Aššur
lexicon,iš-ta-ku-nu,ištakunū,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,ku-ku-za-nim,Kukkuzānum,Kukkuzānu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kukkuzānu
lexicon,wa-at-ra,watrā,watāru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=watāru
lexicon,ku-ku-zi-a,Kukkuzīya,Kukkuziā,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kukkuziā
lexicon,i-dí-MAR.TU,Iddin-Amurrum,Iddin-Amurru,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Iddin-Amurru
lexicon,ku-tù-bi-iš,Kudubiš,Kudubiš,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kudubiš
lexicon,a-dí-mì-in,waddimin,idā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=idā'u
lexicon,a-la-ki-a,alākia,alāku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=alāku
lexicon,ú-du-ú-ma,uddu'uma,idā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=idā'u
lexicon,sí-ḫa-ar-ì-lí,Ṣaḫir-ilī,Ṣaḫir-ilī,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ṣaḫir-ilī
lexicon,ka-lá-ší-na-ma,kalašinama,kulu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kulu
lexicon,sí-li-IŠTAR,Ṣilli-Ištar,Ṣilli-Ištar,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ṣilli-Ištar
lexicon,wa-dí-ma,waddima,idā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=idā'u
lexicon,ku-ku-zi,Kukuzi,Kukuzi,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kukuzi
lexicon,ku-ku-lá-num,Kukkulānum,Kukurānu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kukurānu
lexicon,ku-du-du-ma,Kududu-ma,Kududu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kududu
lexicon,iš-ku-nam,iškunam,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,iš-ku-ni-a-tí,iškunniāti,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,ku-ki-dí,Kukidi,Kukidi,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kukidi
lexicon,a-lik,alik,alāku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=alāku
lexicon,a-li-kam,allikam,alāku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=alāku
lexicon,ší-ik-tí-ḫa-šu-ut,Šiktiḫašut,Šiktiḫašut,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Šiktiḫašut
lexicon,ší-li-ip-kà-im,šilipkā'em,šilipkā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šilipkā'u
lexicon,(TÚG)šu-lu-up-kà-ú,šilipkā'ū,šilipkā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šilipkā'u
lexicon,i-a-ma,iā'amma,iā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=iā'u
lexicon,URUDU-šu,werīšu,warī'um,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warī'um
lexicon,i-ša-kà-an,išakkan,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,am-ur-IŠTAR,Amur-Ištar,Amur-Ištar,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Amur-Ištar
lexicon,ku-um-da-nim,Kumdānim,Kumdānu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Kumdānu
lexicon,i-dí-e,ide,idā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=idā'u
lexicon,i-da-ZU,Idazu,Ida-Suen,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Ida-Suen
lexicon,i-a-tám,iātam,iā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=iā'u
lexicon,ku-nu-ki-ša,kunukkīša,kunukku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,i-di-a-bi₄-im,Iddin-abim,Iddin-abu,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Iddin-abu
lexicon,wa-zi-da,Wazida,Wazida,GN,,1,True,https://www.ebl.lmu.de/dictionary?word=Wazida
lexicon,URUDU-ú-šu,weriūšu,warī'um,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warī'um
lexicon,ku-nu-ki-ki,kunukkīki,kunukku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,ku-nu-ki-a-ma,kunukkīama,kunukku,word,,1,True,https://www.ebl.lmu.de/dictionary?word=kunukku
lexicon,i-a-ú-um,iā'um,iā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=iā'u
lexicon,i-a-a-tim,iā'ātem,iā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=iā'u
lexicon,ší-li-ip-kà-um,šilipkā'um,šilipkā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šilipkā'u
lexicon,wa-at-ru-ma,watrūma,watāru,word,,1,True,https://www.ebl.lmu.de/dictionary?word=watāru
lexicon,wa-ar-kà-nim,warkānim,warkānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=warkānu
lexicon,áš-ku-na-ku-um,aškunakkum,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,a-ša-kà-an,ašakkan,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,a-ša-kà-an-ma,ašakkanma,šakānu,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šakānu
lexicon,i-dí-ìr-ra,Idari,Idari,PN,,1,True,https://www.ebl.lmu.de/dictionary?word=Idari
lexicon,(TÚG)ší-li-ip-ki-e-ú,šilipkē'ū,šilipkā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šilipkā'u
lexicon,ší-li-ip-kà-am,šilipkā'am,šilipkā'u,word,,1,True,https://www.ebl.lmu.de/dictionary?word=šilipkā'u
