transliteration,translation
KIŠIB da-dí-a DUMU ba-za-za,"Seal of Dadiya, son of Bazaza."
KIŠIB i-di-a-bi4-im DUMU i-dí-sú-in,"Seal of Iddin-abum, son of Iddin-Suen."
KIŠIB IŠTAR-il₅-šu DUMU a-zu-za-a,"Seal of Ištar-ilšu, son of Azuzaya."
KIŠIB a-šur-(d)UTU-ši DUMU ì-lí-tù-ra-am,"Seal of Aššur-šamsī, son of Ilī-tūram."
0.66666 ma-na 1 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er IŠTAR-il₅-šu DUMU a-zu-za-a a-šur-DU10 DUMU e-lá-ma i-šu,"0.6666 mina 5 shekels of refined silver Ištar-ilšu, son of Azuzaya, owes to Aššur-ṭāb, son of Elamma."
iš-tù ḫa-mu-uš-tim ša ḫu-ra-ṣa-nim ù a-šur-ma-lik li-mu-um a-lá-ḫu-um DUMU i-na-aḫ-DINGIR,"From the week of ḫurāṣānum and Aššur-mālik, eponymy of Alī-ahum, son of Anah-ilī."
1.5 GÍN.TA a-na 1 ma-na-im ṣí-ib-tám ú-ṣa-áb,He will add 1.5 shekel per mina as interest.
ša-lim-a-šùr ù šu-be-lúm DUMU i-dí-a-bi-im ni-kà-sí ma-aḫ-ri-ni i-sí-ú-ma,Šalim-Aššur and Šu-Bēlum son of Iddin-abum settled accounts before us.
1 GÚ 13 ma-na URUDU lá-mu-na-am i-ṣé-er šu-be-lim ša-lim-a-šùr i-dí-i,and Šalim-Aššur submitted 1 talent 13 minas of bad copper as a claim on Šu-Bēlum.
um-ma ša-lim-a-šùr-ma a-na šu-be-lim-ma,Šalim-Aššur said to Šu-Bēlum:
i pí-i i-sú-ri-ik a-bi-a qá-tá-at a-bi-kà al-ta-pá-at,"On the orders of Issu-arik, my father, I wrote myself as your father's guarantor."
lu i-ba-ba-tí-šu KÙ.BABBAR al-qé-ma a-na ḫu-bu-li-šu ú-ša-qí-il₅,I took silver from his outstanding claims and paid it to cover his debt.
lu i-na na-ru-qí-a KÙ.BABBAR ma-da-ma a-na ḫu-bu-ul a-bi-kà ú-ša-qí-il₅,and I paid a great deal of silver from my joint-stock capital for your father's debt.
al-kam ṭup-pí-a lu-kà-li-im-kà,Come! Let me show you my tablets!
um-ma šu-be-lúm-ma we-da-am i-a-tí tù-la-ma-da-ni qá-dum a-ḫe-a-ma šé-a-ni,Šu-Bēlum answered: You inform me alone. Sue me together with my brothers.
IGI PUZUR4-a-šùr IGI en-na-nim,"Witnessed by Puzur-Aššur, by Ennānum."
a-na a-wa-tim a-ni-a-tim kà-ru-um kà-ni-iš x i-dí-ni-a-tí-ma,The Kanesh colony gave us judges for these proceedings.
IGI GÍR ša a-šùr ṭup-pá-am ša ší-bu-tí-ni ni-dí-in,and we gave a tablet with our testimony before the dagger of Aššur.
É ša IŠTAR-lá-ma-sí ù a-šùr-DU10 a-na 2.5 ma-na KÙ.BABBAR a-na ša-lim-ma i-dí-nu-ma,The house of Ištar-lamassī and Aššur-ṭāb they sold to Šalimma for 2.5 minas of silver.
KÙ.BABBAR ší-im É-šu-nu a-šùr-DU10 ù IŠTAR-lá-ma-sí ša-bu-ú,and with the price for their house Aššur-ṭāb and Ištar-lamassī are satisfied.
É-bé-tù ša ša-lim-ma šu-ma,That house now belongs to Šalimma.
ma-ma-an a-na É-be-tí i-tù-a-ar-ší-im a-šùr-DU10 ù IŠTAR-lá-ma-sí ú-bu-bu-ší,"If anybody raises a claim against her for the house, Aššur-ṭāb and Ištar-lamassī will clear her."
ṭup-pá-am ša ší-im É-be-tí a-ni-ú-tim ša ku-nu-uk nu-a-im be-el É pá-nim a-šùr-DU10 a-na ša-lim-ma i-dí-in,"The tablet recording the payment for this house with the seal of the Anatolian who was the previous owner of the house, Aššur-ṭāb has given to Šalimma."
IGI (d)UTU-ba-ni IGI a-šur-ma-lik IGI sú-in-SIPA,"In the presence of Šamaš-bāni, of Aššur-mālik, of Suen-rē'ī."
x x lu-qú-tí KÙ.BABBAR 9 GÍN ṣa-áb-ta-šu-nu-ma ú šu-nu-tí KÙ.BABBAR ša-áš-qí-lá-šu-nu,"... my goods, some 9 shekels of silver, seize them and then make them pay the silver to you."
mì-ma ṭup-pí a-ni-ú-tim a-na qá-tí am-tim e-zi-ib,I left all these tablets in the hands of the maid.
er-ša-ší-ma a ma-lá tí-ir-tí-a ep-ša-ma ša-áš-qí-lá-šu-nu-ma a-šar lá-qá-im ku-un-kà-ma li-ib-ší,"Demand them from her, act in accordance with my instructions, make them pay and seal what there is to receive and let it be."
a-ḫu-ú-a a-tù-nu a-na té-er-tí-a iḫ-da,"My dear brothers, pay attention to my instructions."
ki-ma ša a-na-ku wa-áš-ba-ku-ni KÙ.BABBAR ša-qí-il₅ ú lá ša-qí-il₅ tí-ir-ta-ak-nu a-ṣé-ri-a iš-tí ḫu-ma-ša-na li-li-kam,"As if I was staying there myself, send me word with Humašana whether the silver has been paid or not."
a-na a-lu-lú-a dan-a-šùr ù lá-qé-ep qí-bi-ma um-ma en-um-a-šùr-ma,"To Alulaya, Dan-Aššur and Lā-qēp from Ennam-Aššur:"
1.5 ma-na KÙ.BABBAR ṣa-ru-pá-am 3.16666 GÍN KÙ.GI ša áb-ni-šu ku-nu-ki-a 20 UDU.ḪI.A 1 GU4.ḪI.A ù 1 ṣú-ub-ra-am mí-ma a-nim ša-lim-bé-lí ù e-wa-ri-mu-ša i-ra-dí-a-ku-nu-tí,"1.5 mina of refined silver, 3.1666 shekels of gold dust under my seal, 20 sheep, 1 ox and one slave - all this Šalim-bēlī and Ewarimuša lead to you."
KÙ.BABBAR iš-tí am-tí-a ku-nu-ku-a li-ib-ší,Let the silver stay with my maid under my seal.
ú e-me-ri ú al-pá-am dí-na-ma KÙ.BABBAR-áp-šu-nu lu ša-li-iṭ,"Give the sheep and the ox, and let the silver for them be available."
1 ma-na 15 GÍN KÙ.BABBAR ú ṣí-ba-sú iš-tí en-na-nim mu-ša-ri-dim,"1 mina 15 shekels of silver plus its interest is with Ennānum, the caravan guide."
3 GÚ 35 ma-na URUDU ma-sí-um iš-tí bé-lí-a,3 talents 35 minas of washed copper is with Bēliya.
0.66666 ma-na 5 GÍN KÙ.BABBAR KI Ḫa-ta-aḫ-šu,0.66666 mina 5 shekels of silver is with Hatahšu.
10 GÍN iš-tí i-lá-li-iš-kán na-pá-ḫi-im,"10 shekels is with Ilališkan, the smith."
a-ḫu-a a-tù-nu u4-mu-šu-nu e-ta-at-qú,"My dear brothers, their terms are overdue."
KÙ.BABBAR ša-áš-qí-lá-šu-nu,Make them pay the silver.
9 GÍN KÙ.BABBAR KI šu-IŠTAR ni-a-im ša ki-ma ṣí-lá-bi4-im,"9 shekels of silver is with our own Šu-Ištar, Șill-abum's representative."
KÙ.BABBAR iš-tù Ḫa-na-ak-na-ak uš-té-bi4-lam,He has sent me the silver from Hanaknak.
i ku-nu-ki-šu li-ib-ší,Let it stay under his seal.
ša 1.5 GÍN KÙ.BABBAR sà-ḫe-er-tám li-il₅-qé-ú-nim,Let them take small goods worth 1.5 shekels of silver.
0.33333 ma-na 5 GÍN KÙ.BABBAR ší-im am-tim pè-ru-a ḫa-bu-ul,"Peruwa owes 0.33333 mina 5 shekels of silver, the price of a slave-girl."
a-na ḫa-ar-pè i-ša-qal,He will pay at harvest time.
KIŠIB zi-qí-qí DUMU ì-lí-dan KIŠIB šál-ma-a-šur DUMU ú-zu-a KIŠIB PUZUR4.IŠTAR DUMU id-na-a,"Seal of Ziqiqi, son of Ilī-dān, seal of Šalim-Aššur, son of Uzua, seal of Puzur-Ištar, son of Idnāya."
0.33333 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am bé-ú-lá-tim ša e-lá-ma PUZUR4.IŠTAR DUMU id-na-a il₅-qé,"25 shekels of refined silver, a working capital belonging to Elamma, Puzur-Ištar, son of Idnāya, has received."
KÙ ú-ta-ar-ma ú i-ta-lá-ak,When he returns the silver he can leave.
šu-ma a-e-ma ú-dá-pì-ir e-ga-ar-ma ig-ri sà-ri-dim ú-ma-lá,If he goes somewhere else I will rent somebody and the wages of the donkey-driver he shall compensate.
2 GÍN KÙ.BABBAR lu-bu-šu il₅-qé,"Two shekels of silver, his clothing allowance, he has received."
... ku-nu-ki-ni x 15.33333 GÍN.TA KÙ.BI 45.33333 ma-na 1 GÍN,... under our seals; at the rate of 15.3333 to 1: in silver 45.3333 minas 1 shekel.
50 ma-na AN.NA qá-tim 13 GÍN.TA KÙ.BE 3.83333 ma-na x GÍN,"50 minas of hand-tin, at the rate of 13 to 1: in silver 3.83333 minas."
5 ANŠE ṣa-lá-mu 1.66666 ma-na KÙ.BABBAR it-bu-lu,5 black donkeys cost 1.66666 minas of silver.
12.5 GÍN ú-nu-sú-nu,12.5 shekels for their equipment.
… a-na 1.5 sà-ri-de₈-e x 1 ma-na 12 GÍN KÙ.BABBAR a-na be-a-lim ni-dí-in,... to 1.5 caravan drivers we gave 1 mina 12 shekels of silver as interest-free loan.
5 GÍN KÙ.BABBAR a-na lu-bu-ší-šu-nu ni-dí-in,We gave 5 shekels of silver for their clothing.
45 TÚG 3.83333 ma-na 3 GÍN it-bu-lu,45 textiles cost 3.83333 minas 3 shekels.
ŠÀ.BA 20 TÚG ša li-we-tim 25 TÚG e-li-a-tum,"Therein 20 textiles for wrapping, 25 textiles are top-load."
1 ma-na 14 GÍN x tí-ma … a-na pì-lá-aḫ-IŠTAR ni-dí-in,1 mina 14 shekels ... we gave to Pilah-Ištar.
0.5 ma-na x-x-x wa-ṣí-tum 5 GÍN i ma-sà-im im-ṭí x x x ša sà-e-tim … x x GÚ.TA …,0.5 mina ... export-tax; 5 shekels lost in refining ...
KIŠIB en-na-nim DUMU a-la-bi-im KIŠIB dan-a-šùr DUMU ir-nu-id KIŠIB bu-zu-a DUMU a-šùr-DU10 KIŠIB a-du-da DUMU zu-ú-a,"Sealed by Ennānum son of Ali-abum, by Dan-Aššur son of Irnuid, by Buzuwa son of Aššur-ṭāb, by Aduda son of Zuwa."
ša 7 ma-na 7 GÍN AN.NA ša ni-ip-lá-tim ša ku-zi-a a-na ILLAT-tim ḫa-bu-lu AN.NA dan-a-šùr i-šqú-ul,Concerning the 7 minas 7 shekels of tin from the balance payment that Kuziya owes to the caravan - Dan-Aššur has paid the tin.
7 GÍN.TA 1 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am i-na KÙ.BABBAR-áp im-dí-dan iš-tí šál-ma-a-šùr dan-a-šùr il₅-qé,Reckoned at the rate 1:7 Dan-Aššur has received 1 mina 10 shekels of refined silver from Imdī-dan's silver from Šalim-Aššur.
šu-ma ša ki-ma im-dí-dan ù ku-zi-a a-na šál-ma-a-šùr a-na 7 ma-na 7 GÍN AN.NA i-tù-ru dan-a-šùr DUMU ir-nu-id ú-ba-áb-šu,"If Imdī-dan's representatives and Kuziya claim the 7 minas 7 shekels of tin from Šalim-Aššur, Dan-Aššur son of Irnuid will clear him."
ITU.1.KAM ša sà-ra-tim li-mu-um i-dí-a-bu-um,"Month Ša-sarrātim, eponymy Iddin-abum."
a-na lu-lu-ú en-um-a-šur ù a-bu-ša-lim qí-bi-ma um-ma a-šur-DU10-ma,"Say to Lullu, Ennam-Aššur and Abu-šalim thus Aššur-ṭāb:"
a-ša-me-ma a-šur-DU10 lá li-bi4 i-lí-ma me-et,I hear that Aššur-ṭāb has unfortunately died.
i-na (d)UTU-ši ṭup-pì ta-ša-me-a-ni lu-qú-tám lu pá-ni-tám lu ur-ki-tám za-ki-a-ma ku-un-kà-ma iš-tí pá-nim-ma a-bu-ša-lim ṭur4-da-nim,the very day you hear my letter you must clear both the earlier and the later merchandise and put it under seal and send Abu-šalim here with the first opportunity.
šu-ma URUDU mì-ma a-ḫu-ur ba-tí-iq ù wa-tù-ur dí-na-ma ab-kà-nim,"If any copper is still unsold, sell it at any price and ship it here."
mì-ma KÙ.BABBAR 1 GÍN a-ma-kam lá i-kà-lá,Not a single shekel of silver must be retained there!
um-ma a-xxx a-na li-ba-a qí-bi-ma,"Thus A..., say to Libaya:"
lu-qú-tí šál-ma-at ú a-na-ku šál-ma-ku,"My merchandise is safe, and I myself am also well."
ta-áš-pu-ra-am um-ma a-ta-ma 1 GÚ 30 ma-na KÙ.BABBAR e-zi-ib,You wrote me as follows: 'I left behind 1.5 talent of silver'.
mì-iš-lam al-qé mì-iš-lam ḫa-la-aq,"Half of it I collected, half of it is lost."
KIŠIB kà-ri-im kà-ni-iš a-na ku-li-a ša-qí-il₅ da-tim ší-ip-ri-ni,"Seal of the colony of Kanesh. To Kuliya, the payer of dues, our messenger."
kà-ar kà-ar-ma a-le sú-kà-li-a DUMU a-šùr-iš-tí-kál wa-áš-bu-ni ṣa-ḫe-er GAL,"To every single colony, wherever Sukkaliya, son of Aššuriš-tikal is staying, small and big."
šu-IŠTAR a-na PUZUR4-a-šùr DUMU i-tù-ur-DINGIR iṣ-ba-at-ni-a-tí-ma um-ma šu-IŠTAR-ma a-na PÚZUR-a-šùr-ma,"Šu-Ištar seized us against Puzur-Aššur, the son of Itūr-ilī, and Šu-Ištar said to Puzur-Aššur:"
4 GÍN KÙ.GI ša ša-at-a-šùr ḫa-bu-lá-tí-ni SIG₅ DIRI,"The 4 shekels of gold, which you owe to Šāt-Aššur are of very good quality!"
um-ma PÚZUR-a-šùr-ma ke-na ḫa-bu-lá-ku a-ša-qal,"Puzur-Aššur answered: 'Indeed, I owe it, I will pay.'"
ṣí-lu-lu ù da-da-a DUMU ub-ra-e-im IGI šu-ga-ri-a-im ša a-šùr DUB-pu-šu-nu i-dí-nu,"Ṣilulu and Dadaya, son of Ubra-e-im, gave their tablet before the šugaria-emblem of Aššur."
šu-… DUMU i-zi-za-am-ì-lí ù a-bi4-a DUMU a-ta a pá-šu-nu iš-me-ú,"Šu-..., son of Izizam-ilī and Abiya, son of Ataya, heard their statement."
0.66666 ma-na 3 GÍN KÙ.GI ša ib-na-a i-šu-ni ni-is-ḫa-tí-šu ni-dí-in-ma,"For the 43 shekels of gold, which Ibnaya has in his possession, we paid the import-tax on it."
0.66666 ma-na 0.66666 GÍN KÙ.GI ni-iš₆-am-ma 7.66666 GÍN.TA KÙ.BABBAR-áp-šu 5 ma-na 11.83333 GÍN,and the remaining 40.6666 shekels of gold we bought at 7.6666 shekels of silver per shekel of gold; its equivalent in silver was 5 minas 11.83333 shekels.
4 ma-na LÁ 4 GÍN KÙ.BABBAR ša TÚG.ḪI.A ù AN.NA al-qé-ma,3 minas 56 shekels of silver I took for textiles and tin.
ší-tí KÙ.BABBAR-pì-šu 1 ma-na 15.83333 GÍN KÙ.BABBAR a ša ki-ma šu-a-tí a-dí-ma i-ša-qá-lam,"the rest of his silver, 1 mina 15.83333 shekels of silver, I gave to his representative so that he will pay me."
KIŠIB a-šùr-ma-lik DUMU DINGIR-ba-ni,"Seal of Aššur-malik son of Ilī-bāni,"
KIŠIB a-la-hi-im DUMU i-na-ah-DINGIR,"seal of Ali-ahum son of Inah-ilī,"
KIŠIB a-mur-IŠTAR DUMU mì-šu-GAL,"seal of Amur-Ištar son of Miššu-rabi,"
KIŠIB a-gu-a,"seal of Aguwa,"
KIŠIB i-dí-a-bi-im,seal of Iddin-abum.
ša 24 ma-na KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er i-dí-a-bi-im a-šùr-be-el-a-wa-tim i-šu-ú,Concerning 24 minas of refined silver that Iddin-abum owes to Aššur-bēl-awātim.
iš-tù ha-mu-uš-tim ša li-ba-a ù ì-lí-iš-tí-kál a-na 20 ha-am-ša-tim i-ša-qal,Reckoned from the week of Libbaya and Iliš-tikal he must pay within 20 weeks.
šu-ma lá iš-qú-ul 1.5 GÍN.TA a-na ma-na-im i-na ITU.1.KAM ú-ṣa-áb,"If he has not paid (in time), he must pay interest at the rate 1.5 shekel per mina per month."
šu-ma ṭup-pu-šu i-lá-pu-tù 6 ma-na KÙ.GI šu-mì a-šùr-be-el-a-wa-tim i-lá-pá-at,"If they write his tablet, he must book 6 minas of gold in the name of Aššur-bēl-awātim."
4 ma-na KÙ ṣa-ru-pá-am ni-is-ha-sú DIRI ša-du-a-sú ša-bu i-na ILLAT šu-(d)EN.LÍL a-na i-dí-a-bi4-im a-na e-bu-Ṧim i-dí-a-šùr i-dí-in,"Iddin-Aššur has given 4 minas of refined silver, its import duty added, its transport tariff paid for, from the caravan of Šu-Illil, to Iddin-abum as an investment loan."
IGI a-šùr-ba-ni IGI lá-qé-ep,"Witnessed by Aššur-bāni, by Lā-qēp."
i-na 0.33333 ma-na 4 GÍN KÙ.BABBAR ší-im am-tí-im ša a-na a-ta-na-ah a-dí-nu-šu-ni 4 GÍN KÙ.BABBAR a-na a-hu-qar i-dí-in,"Of 24 shekels of silver, the price of the slave-girl, which I had given to Atanah, he gave 4 shekels of silver to Ahu-waqar."
11.83334 GÍN KÙ.BABBAR a-na bé-lúm-ba-ni i-dí-in,11.83333 shekels of silver he gave to Bēlum-bāni.
7 GÍN KÙ.BABBAR ḣu-bu-ul x-x-x,"7 shekels of silver, the debt of..."
1.16666 GÍN KÙ.BABBAR ú 0.5 GÍN ṣí-ib-ta-am i-x-x-x a-na a-ta-na-ah ni-dí-in …,1.1666 shekels of silver and 0.5 as interest to Atanah we gave.
0.5 GÍN KÙ.BABBAR i li-bi4 a-hu-ša DUMU ku-ra,"0.5 shekel of silver is owed by Ahuša, son of Kura."
0.5 GÍN KÙ.BABBAR i li-bi4 za-ga-al-i IR-dí-šu,"0.5 shekel is owed by Zagalɹu, his slave."
0.83334 GÍN dá-a-tí,0.83333 shekel my road-tax.
5 ma-na KÙ.BABBAR.KÙ.BABBAR mu-ṭá 0.5 GÍN KÙ.BABBAR bi4-it-qá-at ma-na-im ša AN.NA-ki-im ša 5 ma-na KÙ.BABBAR,"5 minas of silver - the deficiency on the silver (is) 0.5 shekel of silver, due to the underweight of the (1-)mina-weight (used) for tin for a value of 5 minas of silver."
0.5 GÌN KÙ.BABBAR a-na a-šur-DU10 a-dí-in,I gave (this) 0.5 shekel of silver to Aššur-ṭāb.
mì-ma a-nim i li-bi4 a-ta-a DUMU i-ku-nim ga-am-ru-um dá-a-tù-um ta-ší-a-tù-um ú mu-ṭá-a 10 ma-na-e ša 42.5 ma-na AN.NA i li-bi4 a-ta-a-ma DUMU i-ku-nim bé-lúm-ba-ni i-šu,"All this is owed by Ataya, son of Ikūnum; travel expenses, road-tax, cost of transport and deficiency on the 10-mina-weight (used) for (weighing) 42.5 minas of tin is also owed by Ataya, son of Ikūnum, to Bēlum-bāni."
15 GÍN KÙ.BABBAR ṣa-ru-pá-am 3 ma-na URUDU ša ša-du-e-šu 2-ší-na ú-kà-pè wa-dí-ú-tim a ta-ad-mì-iq-tim mì-ma a-nim i li-bi4 na-ra-am-ZU DUMU kà-ki-a ú i-dí-in-ni-ra-ah be-lúm-ba-ni i-šu,"15 shekels of refined silver, 3 minas of native copper, two saddlecloths as a tadmiqtum-loan - all this is owed by Narām-Suen, son of Kakkiya, and Iddin-Nirah to Bēlum-bāni."
IGI a-li-a-hu-um DUMU i-na-ah-DINGIR,"Witnessed by Ali-ahum, son of Enah-ilī."
6 ma-na KÙ.BABBAR ṣa-ru-pá-am KI ku-lá-ba šu-pu-na-ah-šu ú ḣa-nu-nu,"6 minas of refined silver is owed by Kulaba, Šupun-ahšu and Hanunu."
6 ma-na KÙ.BABBAR ṣa-ru-pá-am KI be-lúm-ba-ni DUMU kà-sí-a,6 minas of refined silver is owed by Bēlum-bāni son of Kasiya.
1.3333300000000001 ma-na KÙ.BABBAR ṣa-ru-pá-am KI a-mur-IŠTAR DUMU šál-ma-a-šur,1.3333 mina of refined silver is owed by Amur-Ištar son of Šalim-Aššur.
5 ma-na KÙ.BABBAR li-tí KI šé-ep-IŠTAR DUMU a-lá-ḣi-im,5 minas of litu-silver is owed by Šēp-Ištar son of Ali-ahum.
1 ma-na KÙ.BABBAR ṣa-ru-pá-am KI šu-IŠTAR DUMU šu-ki-tim,1 mina of refined silver is owed by Šu-Ištar son of Šukkutum.
0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am KI en-um-(d)IM DUMU a-šur-ma-lik,0.3333 mina of refined silver is owed by Ennam-Adad son of Aššur-malik.
6.66666 ma-na 8 GÍN KÙ.BABBAR ṣa-ru-pá-am KI en-na-sú-in DUMU i-dí-a-bi4-im,6.6666 minas 8 shekels of refined silver is owed by Enna-Suen son of Iddin-abum.
2 ma-na 10 GÍN KÙ.BABBAR ṣa-ru-pá-am KI i-ri-ší-im DUMU a-mur-(d)UTU,2 minas 10 shekels of refined silver is owed by Irišum son of Amur-Šamaš.
2.5 ma-na KÙ.BABBAR ṣa-ru-pá-am KI i-ku-pí-a DUMU a-šur-ba-ni,2.5 minas of refined silver is owed by Ikū-pīya son of Aššur-bāni.
0.66666 ma-na KÙ.BABBAR li-tí KI i-lá-li-iš-kán ú šu-pu-na-ah-šu,0.6666 mina of litu-silver is owed by Ilališkan and Šuppun-ahšu.
2 ma-na 5 GÍN KÙ.BABBAR ṣa-ru-pá-am KI a-lu-wa,2 minas 5 shekels of refined silver is owed by Aluwa.
0.33333 ma-na KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at lu-lu DUMU a-šur-iš-tí-kál,0.3333 mina of refined silver is the working capital of Lulu son of Aššuriš-tikal.
1 ma-na KÙ.BABBAR ṣa-ru-pá-am be-ú-lá-at šu-IŠTAR DUMU šu-ki-tim,1 mina of refined silver is the working capital of Šu-Ištar son of Šukkutum.
1 ma-na KÙ.BABBAR ṣa-ru-pá-am KI šu-ma-li-ba-a-šur,1 mina of refined silver is owed by Šumma-libbi-Aššur.
5.5 GÍN KÙ.BABBA,5.5 shekels of refined silver is owed by Nannaya.
1 ma-na 14.5 GÍN KÙ.BABBAR ik-ri-bu ša (d)MAR.TU (d)IM ša-ra-ma-té-en (d)EN.ZU (d)KAL ša ṭá-ra-dim (d e-lim e-a ú mì-ší-ri-im la-ma-sí-im a-na ú pá-bi4-il₅-ša-an ú a-ḣa-ma,"1 mina 14.5 shekels of silver, the votive offerings for Amurrum, Adad, Šarru-mātān, Suen, Šēdu who chases away, Bēlum, Ea and Mīšarum, Lamassum, Anna and Pabil-sag;"
4.75 GÍN KÙ.BABBAR ik-ri-bu ša x NI TIM i li-bi4-a,"4.75 shekels of silver, the votive offerings for ... is in my heart (owed by me)."
1.5 ma-na 0.33333 GÍN KÙ.BABBAR ik-ri-bu ša (d)a-šùr a-na a-šur-GAL DUMU ma-nu-um-šu-um-šu e-zi-ib-ma i-ta-ak-ra-ni i-li i-ṣé-ri-a i-šu,"1.5 mina 0.3333 shekel of silver, votive offerings of Aššur, I left to Aššur-rabi son of Mannum-šumšu but he has denied it to me; the god has a claim against me."
a-na a-lá-ḣi-im qí-bi-ma um-ma a-mu-ur-ša-ra-sú ú šu-(d)EN.LÍL-ma,To Ali-ahum from Amur-šarrassu and from Šu-Illil:
a ma-lá a-šur-(d)UTU-ši ú da-da-a iš-pu-ru-ni-ku-ni,In accordance with what Aššur-šamšī and Dadaya wrote to you.
a-na-kam a-na-ku ú šu-(d)EN.LÍL lá x-x ni-ma iš-pu-ru-ni-ku-um,I and Šu-Illil here ... and they have written to you.
a ma-lá a-we-lu iš-pu-ru-ni-ku-ni šu-ma a-wa-tum tí-ir-ta-kà li-li-kam-ma a-wi-lam KÙ.BABBAR lu nu-ša-áš-qí-il₅,"In accordance with what the men wrote to you, if there is a case, then send me word so we may have the man pay the silver."
iš-tí a-li-ki-im pá-ni-e-ma i-ḣi-id-ma tí-ir-ta-kà li-li-kam,Pay attention and send me word with the first transport.
a-na kà-lá KÙ.BABBAR lá-qá-im ú-za-kà lá i-ba-ší,Do not focus on taking all of the silver.
ku-ra-xxx lá i-ša-qal a-xxxxx-mì-kà,Kura will not pay ...
... ú a-lá-ḣi-im iš-tù ḣa-muš-tim ša i-tur4-DINGIR ITU.KAM ma-ḣu-ur-ì-lí li-mu-um e-na-sú-in iš-qú-lu-nim,"... and Ali-ahum. Reckoned from the week of Itū-ilī, month Mahhur-ilī, in the eponymy Enna-Suen, they paid me."
IGI a-ḣu-qar DUMU šu-IŠTAR,"Witnessed by Ahu-waqar son of Šu-Ištar,"
IGI a-šur-du-gul DUMU pì-lá-ah-IŠTAR,"by Aššur-dugul son of Pilah-Ištar,"
IGI a-ni-na DUMU MAN-a-na,by Annina son of Puzur-Anna.
x ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er ì-lí-a-lim šu-IŠTAR i-šu,x minas and 2 shekels of refined silver Ilī-ālum owes to Šu-Ištar.
IGI ì-lí-dan DUMU id-na-a-šur,"Witnessed by Ilī-dān, son of Id(di)n-Aššur,"
IGI i-ku-pí-a-šur DUMU PUZUR4-iš₈-tár,"by Ikū-pī-Aššur, son of Puzur-Ištar,"
IGI šu-ku-bi-im,and by Šu-Kūbum.
i-na xxx lu iš-tù ku-bu-ur-na-at ú-šé-ba-lam lu i-na ba-a-áb-tí-šu a-lá-qé,On ... he will send it me from Kuburnat or I will take it from his outstanding claims.
ší-tí KÙ.BABBAR a-na ṣí-ib-tim a-la-qé-ma KÙ.BABBAR ú ṣí-ba-sú ì-lí-a-lim ú-ma-lá,The rest of the silver I will (then) borrow at interest and the silver and the interest on it Ilī-ālum will compensate.
um-ma šu-IŠTAR-ma a-na zi-zi-zi-i ú IŠTAR-lá-ma-sí qí-bi4-ma,From Šu-Ištar to Zizizi and Ištar-lamassī:
10 GÍN AN.NA a-nu-pí-a na-áš-a-ku-nu-tí,Anupiya brings you 10 shekels of tin.
um-mì a-tí e-lá-nu-ki ma-ma-an lá i-šu,"My dear mother, without you I have no one."
ṣú-ùḣra-am lá tù-me-sí,Do not let the children starve.
a-ṣé-er x-x ú a-nu-pì-a xx ga x-zi-ik x DUG ar-ša-tim li-dí-na-ki-NU-tí,... to ... and Anupiya ... He should give you ... a jar of wheat.
ú-dí a-na-ma a-na-kam ú-ša-ḣi-sú,"Certainly, in this way I instructed him here."
ú a-tí a-wa-tim ša nu-a-im 3 GÍN KÙ.BABBAR ša e-zi-bu KÙ.BABBAR lu a-na-ku áš-qùl lu a-bu-ša-lim iš-qùl tí-ir-ta-ku-nu li-li-kam,"and as for you, in the matter of the Anatolian, send me word about the 3 shekels of silver that I left, whether I myself paid the silver or whether Abušalim paid it."
