oa,english
"um-ma kà-ru-um Kà-ni-iš-ma a-na Ku-li-a ší-ip-ri-ni kà-ar kà-ar-ma: a-le Sú-kà-li-a DUMU A-šur-iš-ti-kál wa-áš-bu-ni a-na Sú-kà-li-a qí-bi4-ma AN.NA ša 1 ma-na KÙ.B. iš-tù 2 ša-na-tim ni-dí-na-kum um-ma né-nu-ma ki-ma a-na Wa-ah-šu-ša-na té-ru-bu KÙ.B. iš-tí pá-nim-ma: šé-bi-lam","Thus kārum Kanesh to Kuliya, our messenger (and) every single kārum, wherever Sukkaliya, son of Aššuriš-tikal, is staying. Say to Sukkaliya: ""Tin for a value of 1 mina of silver, we gave you two years ago, with the words: 'Send as soon as you have entered Wahšušana the silver here with the first opportunity.'"
"a-ta kà-ra-am a-na lá kà-ri-im tal-qé-ma KÙ.B lá tù-uš-té-bi4-lam a-ta ma-ga-ra-am ta-le-e kà-ru-um ma-ga-ra-am-ma lá i-le-e ki-ma ṭup-pì-ni ta-áš-me-a-ni a-ki-dim: lá tù-ṣí-a É ub-ri-šu ṣa-áb-ta-ma ku-tù-a-sú ša 1 1/2 ma-na KÙ.B. a-na ma-ah-ri-ku-nu lu-ub-lu-nim-ma","You treated the kārum as if if were not the kārum and failed to send the silver here. It is up to you to comply, the kārum cannot give in!' As soon as you have heard our letter, do not go outside (the colony), seize his quarters and let one distrain property of him worth 1 1/2 mina of silver and let on bring it to you."
"KÙ.B. iš-tí Ku-li-a ší-ip-ri-ni šé-bi4-lá-nim pá-ni a-wi-lim lá tù-ba-lá","Then send the silver with our messenger Kuliya. Have no consideration with the man!"""
"KIŠIB ša-qí-il5 [da-tim] Ku-li-a ší-ip-[ri-im] ša kà-ri-im Kà-ni-i[š] ù kà-ri-im Dur4-hu-mi-it a-na kà-ar kà-ar-[ma] ù wa-ba-ra-ti[m a-dí] kà-ri-[im Kà-ni-iš]","Seal of the dātu-payers, of Kuliya, the messenger of kārum Kanesh, and of kārum Durhumit, to every single kārum and the wabartums, until kārum Kanesh."
"um-ma ša-qí-il5 da-tim Ku-li-a ší-ip-ru-um ša kà-ri-im Kà-ni-iš ù kà-ru-um Dur4-hu-mì-it-ma a-na kà-ar kà-ar-ma ù wa-ba-ra-tim a-dí kà-ri-im Kà-ni-iš qí-bi-ma A-sá-num ší-pár-ni a-na ta-'i-tim a-na kà-ri-im Kà-ni-iš ša-pí-ir a-pu-tum","Thus the 'dātu-payers', Kuliya, the messenger of kārum Kanesh, and kārum Durhumit, say to every single kārum and (all) the wabartums until kārum Kanesh: ""Asānum, our messenger, has been sent to kārum Kanesh to deliver information."
"ki-ma ṭup-pí-ni ta-áš-me-a-ni iš-té-na mu-qá-ri-bé a-na A-sá-num di-na-ma kà-ru-um ana kà-ri-im a-dí Kà-ni-iš lu-qá-ri-bu-šu u4-ma-kál lá i-sà-hu-ur","As soon as you have heard our letter, each of you must give an escort to Asānum and each kārum must escort him to the next, all the way until Kanesh. He must not suffer a delay of even one single day!"""
"a-na Ku-li-a qí-bi4-ma um-ma A-šur-i-mi-tí-ma 2/3 ma-na 4 GÍN KÙ.B. i-na Ša-lá-tù-ar me-eh-ra-tim a-šu-mì A-bi4-ì-lí: ṣú-ha-ri-kà a-dí-na-kum i-na a-wi-tí-ni: šu-ma KÙ.B.-pì A-bi4-DINGIR: lá i-dí-nam 1 ma-na 6 GÍN KÙ.B. ta-da-nam: iš-tù a-lim té-li-a-ma lá ni-na-me-er-ma ta-tù-ar","Say to Kuliya, thus Aššur-imittī: In Šalatuwar I gave you 44 shekels of silver as counter value in the name of your servant Abi-ilī. According to our agreement, should Abi-ilī not have given me my silver, you would give me 66 shekels of silver. When you came up from the City we did not meet and you went back."
"2 ma-na 7 GÍN KÙ.B. ku-nu-ki ša En-na-Sú-in ú Al-pi-DINGIR na-áš-a-ku a-hi a-ta: šu-up-ra-ma KÙ.B. ù ší-a-ma-tí-šu ša ší-ta ha-ra-na-tim lá-al-qé-ma","I carry with me 2 minas and 7 shekels of silver under the seals of Ennam-Suen and Alpilī. Please, my brother, write me that I can take the silver or what has been bought with it during two business trips"
"ú ší-tí KÙ.B.-pì-kà a-šar tù-ša-hi-zi-ni lá-dí-in","and then I will give the rest of your silver where you will instruct me."
"a-na En-nam-A-šur qí-bi-ma um-ma A-lá-hu-um-ma a-hi a-ta a-ma-kam iš-tù a-wa-tù-um i-ba-tù-qú-ni tí-ir-ta-kà li-li-kam-ma a-ma-lá tí-ir-tí-kà le-pu-uš","To Ennam-Aššur from Ali-ahum: My dear brother, send me word there after the matter has been dropped, then I shall act in accordance with your instructions."
"a-ṣé-er ANŠE a-ni-ú-tim 3 ANŠE ù ṣú-ha-ri šé-ri-a a-ma-lá té-er-tí-kà le-pu-uš","Dispatch 3 donkeys and servants in addition to these donkeys. I shall act in accordance with your instructions."
"a-na [...] ù A-lá-hi-im qí-bi-ma um-[ma] En-um-A-šur-ma a-[na] A-lá-[hi-im] [qí]-bi-ma a-dí ša um-[me]-[a-ni ša] [a]-bi-ni tí-ir-tí a-dí [ma-lá] [ù] ší-ni-šu i-li-kà-[kum-ma]","To ... and Ali-ahum from Ennam-Aššur; specifically to Ali-ahum: My messages have come to you a couple of times concerning the investors of our father, that we should clear (the matter);"
"[nu]-za-kà-nim ù a-na [...] [x] ša qá-sú-nu iš-[ku-nu-ni] [i-na] na-áp-tù ha-ra-[nim] ú [x x] i-na wa-ar-ki-tim ki-ma [ṣú]-ha-ru iš-tù Ša-lá-tù-[ar] im-qú-tù-ni-ni-ma KB mì-ma lá ub-lu-ni-ni ú a-[ṣé]-er [x x x] tù-ša-áš-ni-ú [x x x x]-ni um-me-[a]-[...]","also, for ... on which they have laid claim, when the road opens ... Later, as the servants arrived from Šalatuwar and did not bring any silver, and in addition to <gap> you repeated <gap> investors ..."
"ù wa-ar-kà-sà ša ni-ša-me-[ú ...] URUDU i-sà-[ri]-du-šu-ma a-[na] [KB] i-tù-ar a-wa-tum iš-tí Ma-ma-hi-ir i-bi-tí-iq KB [1 GÍN] ša ú-šé-ṣí-ú i-ma-ah-ri-šu-nu a-ša-kán URUDU ša [ri šu] 2 ANŠE.HI.A sa-lá-[mì] [10] i-lá-[tim] ú [ú-nu-sú-nu] Šé-ep-Ištar [i]-ra-dí-a-ku-[nu-tí]","... and its resolution that we shall hear about ... as to the copper, they will pack it for him and it will be exchanged for silver. The matter with Man-mahir has been settled. Every shekel of silver that I have produced, I shall place before them. Šēp-Ištar leads the copper ..., 2 black donkeys, 10 bags plus their harness to you."
"a-[ṣé-er x] ma-na ša a-ma-[kam] [i-za-zu-ni] (erasure) 3 GÚ URUDU KI Ma-ma-hi-ir ša ku-a-tí [x SIG5 ša e-]-zi-ba-ku-nu[-tí-ni]","In addition to x mina which stand there, 3 talents of copper, owed by Man-mahir, that he left with you ... ..."
"a-na [En-um]-A-šur DUMU Šál-ma-A-šur KIŠIB A-[na]-a-na","To Ennam-Aššur son of Šalim-Aššur; sealed by Anna-anna."
"a-na En-um-[A-šur] qí-bi-ma um-ma A-[n]a-na-ma En-na-Sú-in ni-a-um i-li-kam-ma um-ma šu-ut-ma ma-nu-um ki-ma En-um-A-šur a-na-kam wa-ša-áb a-na ṣé-[er] I-tur4-DINGIR ni-lik-ma um-ma En-na-Sú-in-ma a-na I-tur4-DINGIR-ma","To Ennam-Aššur from Anna-anna: Our Enna-Suen came and said: ""Who lives here as Ennam-Aššur's representative?"" We went to Itūr-ilī, and Enna-Suen said to Itūr-ilī:"
"lu-qú-tám ša DAM.GÀR ša iš-tí-a i-lu-k[u-ni] mì-nam ta-am-t[í-ší] šu-ma li-ba-kà iš-tí-[ma] lu-qú-tí-a [x x x D]AM.GÀR [x x x x x x] [x x x x x x] ma [ù] [x x x x] šu a x [x x x x x] ni [x x x x x x x] dí tí-[x x x x x] lá-kà [ [um-ma] a-na-[ku-ma] a-n[a] [En-n]a-Sú-[in]-ma [qá-dí]-m[a] lu-qú-tí-kà ù ša [DAM.GÀR] li-li-ku i-ṣé-er lu-qú-tí-kà","""Why have you forgotten the goods of the merchant that come with me? If you wish, together with my own goods ... the merchant ..."" I said to Enna-Suen: ""Let your goods and those of the merchant go together, in addition to your own goods."""
"um-ma En-na-Sú-in-ma za-[ak]-ru-um ša ki-ma be-lí-ki li-zi-iz-ma ù ší-bé-e lá-áš-ku-ma ù iš-[lí-m]a lu-qú-tí-a li-[li]-ku [a-li]-ku lá a-[...] ša a-na-ku-ma ša ta-áš-pu-ra-ni ša dam-qí-iš [té]-[pu]-ší-ni a-na-kam lá KB 1 m[a-n]a [tí-šu-am] um-ma a-ta-ma [x x] En-um-[...]","Enna-Suen answered: ""A man representing your master should stand up and then I shall set witnesses so that they may go together with my own goods."" Travellers ... ... that I personally ... that you wrote me, that you treated me well, (yet) here you have not 1 mina of silver for me. You said: ""... Ennam-..."""
"um-ma En-um-A-[šur]-ma a-na A-na-a-na qí-bi-ma a-na-kam a-ba-ru-um ša I-tur4-DINGIR ih-li-iq-ma 1 GÍN 15 ŠE KB a-na Ša-lim-bé-lí ṣú-ha-ri-šu a-dí-in a-ma-kam KB Ša-lim-bé-lí li-dí-na-ki-im","From Ennam-Aššur to Anna-anna: Itūr-ilī's lead has been lost here, and I gave 1 shekel 15 grains of silver to Šalim-bēli, his servant. Let Šalim-bēli give you the silver there."
"a-pu-tum a-ma-kam lu a-ba-ba-tí lu a-na É be-tí-a lá ta-ša-li-ṭí a-wa-tí ša Ì-lí-dan I-dí-A-šur ù Šu-Ištar al-té-qé ha-ra-ni a-ta-lá-kam a-dí En-na-Sú-in ša-li-ma šu-ma iš-tù A-lim i-ta-ṣa-am úz-ni pé-té-a","Urgent, do not act rashly there with regard to either the outstanding claims or my house. I have accepted the proposal of Ili-dan, Iddin-Aššur and Šu-Ištar. I shall come on my trip. Ask about Enna-Suen, and inform (plural) me if he has left the City."
"um-ma A-šur-DÙG-[ma] a-na A-na-na [qí]-bi-ma 16 GÍN [KB] ša tù-šé-bi-lá-ni ší-[im] li-bi4-šu šu-ut-ma iš-a-am la iš-e-li sà-áp-tí-nu-um i-na ra-mì-ni-a ú-ba-la-am","From Aššur-ṭāb to Anna-anna: As to the 16 shekels of silver that you sent me, he made purchases after his own will without asking me. I personally bring you a saptinnu."
"a-na E[n-nam-A-šur qí-bi-ma] um-ma A-n[a-a-na-ma] 2 TÚG Lá-qé-e[p ...] 1 ma-na 10 G[ÍN ...] wa-ta-ar-tá[m ...] al-qé 1 ma-n[a ...] Ha-ta-a-ah-šu [x] [...] KB qá-at [x] [...] TÚG ku-sí-tim [...] al-qé 12 GÍN [...] Ki-kà-ar-ša-a[n ...] i-na KB a-[...] 2/3 ma-na [x] [a-na ma-lá] tí-ir-tí-kà a-n[a ...] ni-dí-in [...]","To Ennam-Aššur from Anna-anna: 2 textiles Lā-qēp ... 1 mina 10 shekels ... extra I received. 1 mina ... Hatahšu ... silver ... a robe ... I received. 12 shekels ... Kikaršan ... of the silver ... 2/3 mina ... in accordance with your message we gave to ... ..."
"am-tám áš-[...] 10 GÍN [...] áš-qú[l ...] ṭup-pí-šu-nu [...] KB a-na 8 [...] áš-qúl 1 1/2 GÍN K[B a-na] lu-bu-ší-šu ša E-[...] áš-qúl 1 GÍN KB a-[na ...] ší-na ha-ni 2 GÍN [...] 1 1/2 GÍN a-na sà-hi-[ir-tim] 2 2/3 GÍN a-na [x] [...] ù ša dí-du-ti[m ...] 1/3 GÍN a-na tí-ib-[nim]","the maid ... 10 shekels ... I paid ... ... their tablets ... I paid ... silver for 8 ... 1 1/2 shekel of silver for the clothes of E-... I paid. 1 shekel of silver for two ...; 2 shekels ...; 1 1/2 shekel for small goods; 2 2/3 shekels for ... and of the fibula ... 1/3 shekel for straw ..."
"KB ša i-na-[...] am-ta-hu-ru a-n[a ...] zi-tí-kà ù qá-[...] 1 ma-na KB ah-[...] iš-tù tí-ir-ta-[kà] i-li-kà-ni [...] KI Ku-ša-ra a-n[a ...] al-qé-ma [...] i-na I[TI ...] KB a-[...] ù ra-[...] ša 1 [2/3] ma-na 5 GÍN KB ni-ib-[bu-lu] KB KI pá-ni-im-ma šé-bi4-[lá]-ma a-na Ku-ša-ra lá-áš-qúl ṣí-ib-t[um] lá i-ma-id","The silver that I have received of ... ... of your share ... 1 mina of silver ... After your message arrived ... ... I received from Kuššara and ... ... in the month ... silver ... ... that we owe 1 2/3 mina 5 shekels of silver; send the silver as soon as possible so I can pay to Kuššara. The interest must not increase."
"a-na [Ma-nu]-ki-A-šur ù A-n[a-a-n]a qí-bi-ma um-ma En-[um-A]-[šur]-ma 1 1/2 m[a-na KB] ú 5 GÍN GUŠKIN ku-[nu]-ki-a a-na šé-er I-tur4-DINGIR Ša-lim-ar-dí na-ší a-na ma-lá [...] [Ša-lim-ar-dí] I-tur4-DINGIR","To Mannum-kī-Aššur and Anna-anna from Ennam-Aššur: Šalim-wardī brings 1 1/2 mina silver and 5 shekels of gold under my seal to Itūr-ilī. In accordance with ... Šalim-wardī Itūr-ilī ..."
"e-[...] ṭù-ur-da-n[i-im ...] ú-qá-a ú a-na [ú-ṭí]-tí-a ih-da-ma ma-lá [x t]a [...] lu ú-ṭá-tum e[-x x] [x] [...] úz-ni pé-té-a a-[na] [A-]na-a-na qí-bi-[ma] ša-am-nam [ṭ]á-i-bi ù a-na mì-ma ša áš-pu-ra-ki-ni ku-un-ki-ma iš-tí Ša-lim-ar-dí šé-bi4-li-im","... send to me ... I await it. Also take care with my grain and in accordance with ... both the grain ... Inform me. To Anna-anna: Make the oil sweet; also, seal all that I write you about and send it with Šalim-wardī."
"ú a-dí ša Lá-qé-ep [...] [šu]-up-ri-im a-Ma-nu-ki-[A-šur] [q]í-bi-ma ší-im ṣú-ba-tí-k[à] [i]-na a-lá-ki-a ú-[ba]-[al]","Also, write me about the affair concerning Lā-qēp. To Mannum-kī-Aššur: I shall bring the proceeds from your textiles when I arrive."
"a-na Ma-nu-ki-A-šur ù A-na-na qí-bi-ma um-ma En-um-A-šur-ma 1 ṭup-pá-am ša ba-áb DINGIR ša 9 1/2 ma-na 3 GÍN KB ša ší-bu-tí A-lu-lá-a ù Lá-qé-ep ù 1 ṭup-pu-um ša 5 GÚ URUDU ša hu-bu-ul Ku-ra ku-nu-ki-a","To Mannum-kī-Aššur and Anna-anna from Ennam-Aššur: Under my seal, 1 tablet from the Gate of the God concerning 9 1/2 minas 3 shekels of silver, with the testimony of Alulaya and Lā-qēp, plus 1 tablet concerning 5 talents of copper from Kura's debt."
"A-kà-li ÌR ša A-šur-ma-lik na-áš-a-ku-nu-tí a-ma-kam iš-tí A-na-na li-ib-ší-ú a-ma-kam Im-ra-mu-ša a-na ba-áb-tim ša Tù-um-li-a-i-im li-hi-id","Akali, Aššur-malik's slave, is bringing them to you. Let them remain there with Anna-anna. There Ewarimuša should take care of the outstanding claims of the man from Tumliya."
"5 GÚ URUDU iš-tí Ku-ur-zi-a ù Šu-Ni-sà-ba iš-tù ha-mu-uš-tim ša A-bi-ì-lí a-na 4 ha-am-ša-tim i-ša-qú-lu","5 talents of copper is owed by Kurziya and Šu-Nisaba. Reckoned from the week of Abi-ilī they are to pay within 4 weeks."
"šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣú-bu ITI.KAM A-lá-na-tim li-mu-um A-al-DÙG","If they have not paid (in time) they are to add interest according to the rule of the colony. Month Allanātum, eponymy Ali-ṭāb."
"3 GÚ 23 ma-na URUDU iš-tí Ì-lí-iš-ta-kál","3 talents 23 minas of copper is owed by Iliš-tikal;"
"5 GÚ URUDU iš-tí Ku-ra u4-mu-šu 1 ITI.KAM e-tí-qú","5 talents of copper is owed by Kura. His terms are overdue by 1 month."
"4 GÚ URUDU KI A-šur-i-mì-tí iš-tù ha-mu-uš-tim ša Ku-lu-uk-lu a-na 3 ha-am-ša-tim i-ša-qál šu-ma l[á i]š-qúl ki-ma [a-wa-at] [kà]-ri-im ṣí-ib-tám ú-[ṣa-á]b ITI.KAM ša sà-ra-tim li-mu-um ša [i]-[qá]-tí [A-al-DÙG] il5-qé-ú","4 talents of copper is owed by Aššur-imittī. Reckoned from the week of Kuluklu he is to pay within 3 weeks. If he has not paid (in time) he is to add interest according to the rule of the colony. Month Ša-sarrātim, eponymy he who took over from Ali-ṭāb."
"ša mì-ma a-we-li a-ni-ú-tim ṭup-pì-šu-nu ha-ru-mu-tim a-na A-ta-ta DUMU LUGAL-Sú-in e-zi-ib IGI A-šur-i-mì-tí IGI A-al-DÙG IGI Ah-ša-lim DUMU I-dí-Ištar","With respect to all these men I have left their certified tablets with Atata son of Šar-Suen. Witnessed by Aššur-imittī, by Ali-ṭāb, by Ah-šalim son of Iddin-Ištar."
"a-na [...] um-ma A-b[i-...] KI Ku-ra a[l-qé ...] Ku-ur-zi-a [...] [4] GÚ KI A-šur[-i-mì-tí] [2 +] 1 GÚ 23 m[a-na URUDU iš-tí] [ì]-lí-iš-tí-k[ál ...]","To [Ennam-Aššur] from Abi-...: I received ... from Kura. ... Kurziya ... 4 talents owed by Aššur-imittī. 3 talent 23 minas of copper owed by Iliš-tikal."
"[A-mu]r-A-šur ù A-ta-[a] [...] [ha]-bu-lá-ZU-um 20 ma-na ší-im ku-ta-nim ša A-bi-ì-lí i-li-bi4-a","... Amur-Assur and Ataya ... I owe to you. 20 minas, the proceeds from Abi-ilī's kutānu is in my possession."
"8 1/2 ma-na KI A-bi4-ì-lí ŠUNIGIN 18 GÚ 50 1/2 ma-na [URUDU] ba-a-áb-tám té-zi-ba-am","8 1/2 minas owed by Abi-ilī. In all: you left me 18 talents 50 1/2 minas of copper as outstanding claims."
"ŠÀ.BA 2 1/2 GÚ KI Ku-ra al-qé 2 GÚ KI A-šur-i-mì-tí al-qé 2 GÚ 17 ma-na iš-tí Ì-li-iš-tí <kál> al-qé 1 GÚ KI A-mur-A-šur al-qé 1 GÚ 38 ma-na iš-tí Ku-ur-zi ù Šu-Ni-sà-ba al-qé","Of that I received 2 1/2 talents from Kura, 2 talents from Aššur-imittī, 2 talents 17 minas from Iliš-tikal, 1 talent from Amur-Aššur, 1 talent 38 minas from Kurzī and Šu-Nisaba –"
"ŠUNIGIN 9 GÚ [25] ma-na URUDU ša [i-ba-]a-áb-tí-kà al-qé-ú ù a-na-ku 36 ma-na ú-ra-dí-ma 10 [GÚ 1] ma-na a-na Pu-ru-[u]š-h[a-d]í-e áš-qú-ul","In all 9 talents 25 minas of copper that I received from your outstanding claims. Also, I personally added 36 minas and I paid 10 talents 1 mina to the men from Purušhaddum."
"35 m[a-na ...] Šu-mì-a-bi-[a] [...] 30 ma-na [...] a-É kà[-ri-im ...] ma-áš-hi-l[i ...] i-li-[bi ...] 2 ma-na [...] sà-nu-[qí-im ...] a-na [...] la x [...] ù [...] me [...] a-[...] x [...]","35 minas ... Šumi-abiya ... 30 minas ... for the office of the colony ... ... ... 2 minas ... ..."
"[ú-šé]-ṣa-ma KB ša DAM.GÀR-ri-im ú-[ša-áš-qá-al]-ma ší-tí URUDU-kà a-KB [ú-ta-ar] a-na URUDU ša Pu-šu-ki-in ù [x x] tí-šu a-KB a-da-an-ma a-ta-be-a-ma a-ta-lá-kam","I shall lead out and I shall have the silver of the merchant paid, and convert the rest of your copper to silver. As to Pūšukēn's copper and his ... I shall sell it for silver, set out and leave."
"a-na Ma-nu-ki-A-šur Na-áb-Sú-in A-na-na ù Da-ra-áš qí-bi-ma um-ma En-nam-A-šur-ma 1 ma-na KB ṣa-ru-pá-am ku-nu-ki-a 30 ma-na URUDU SIG5 ku-nu-ki-a 2 ší-ta a-ma-tim ú 2 ší-na ṣú-hu-ur-ší-na i-na mì-ma a-nim a-na hu-bu-li-im ša Da-ra-áš qá-tí A-lu-lá-a","To Mannum-kī-Aššur, Nab-Suen, Anna-anna and Daraš from Ennam-Aššur: As to the 1 mina of refined silver under my seal, 30 minas of good copper under my seal, 2 slave-girls plus their 2 children – Alulaya has laid claim to all this for Daraš's debt."
"ša-ak-na-at KB ù URUDU ku-nu-ki-a Ša-ta-na na-áš-a-ku-nu-tí a-ma-tim ú ṣú-hu-ur-ší-na a-na É bé-tí-a Da-ra-áš lu-šé-ri-ib-ma KB iš-tí Ma-nu-ki-A-šur li-ib-ší-ma","Šāt-Anna brings you the silver and copper under my seal. Let Daraš bring the slave-girls and their children into my house, and let the silver remain with Mannum-kī-Aššur;"
"a-ma-tim ba-tí-iq ú-tù-ur dí-na-ma 1 ma-na-am ša-ni-am KB Da-ra-áš li-iš-qú-lá-ku-nu-tí-ma ù KB ku-nu-ki-a Ma-nu-ki-A-šur i-na KB a-mu-ri-im lu-kà-in-ma iš-té-ni-iš","sell the slave-girls at the best available price, and let Daraš pay to you another mina of silver, and then Mannum-kī-Aššur must confirm the silver under my seal among the checked silver;"
"ša 2 ma-na KB ší-ma-am ša ba-lá-ṭí-šu ša Kà-ni-iš a-tù-nu ù Da-ra-áš ší-ta-a-ma-ma pí-ri-kà-nu a-šar Ma-nu-ki-A-šur-ma le-ru-bu ú KB áš-ra-kam-ma","for in all 2 minas of silver you and Daraš must make a purchase in Kanesh that will benefit him, and the pirikannus (you buy) should enter Mannum-kī-Aššur's (house). Then, have the silver paid in the same place."
"ša <áš> qí-lá a-dí pí-ri-kà-nu-um lá e-ru-ba-ni KB 1 GÍN a-na Da-ra-áš lá tù-ša-ra pí-ri-kà-ni ša ta-ša-a-ma-ni lu-sa-ni-iq-ma a-šar Ma-nu-ki-A-šur li-ib-ší-ú a-dí a-lá-kà-n[i] lá tù-ša-ra-šum","As long as a pirikannu has not entered, do not release a single shekel of silver to Daraš. He must check the pirikannus that you buy, and let them remain with Mannum-kī-Aššur. Do not release them to him until I come."
"ú-ku-[ul]-[tí] [a]-ma-tí šu-a-tí i-na dí-[na]-ni Da-ra-áš lu-ma-li ib-da","Also, I shall pay up the food of the slave-girls as a substitute for Daraš. Take care!"
"um-ma En-um-A-[šur-ma a-na] Lá-qé-pí-im ù A-[na-a-na] a-na A-na-a-na qí-bi4-ma a-dí 10 iš-ri-šu áš-pu-ra-ki-im um-ma a-na-ku-ma ba-áb-tí za-ki-a-ma a-dí [a-lá-]kà-ni ší-lá-tum lá i-ba-ší","From Ennam-Aššur to Lā-qēpum and Anna-anna; specifically to Anna-anna: I have written you 10 times, saying: ""Clear my outstanding claims so there will be no wrongdoing until I come."
"ú KB 1 GÍN li-im-bu-ri a-tí ki-ma ša-pá-ri-ma úz-ni-a pá-ta-im tí-ir-tí-ki ma-tí-ma ú-lá i-lá-kam 1 ma-na 15 GÍN [KB] ú ṣí-ba-tù-šu i-dí ša [Ha]-pí-ah-šu 1 ma-na 10 GÍN ú ṣí-[ba-tù-šu]","So, every shekel of silver should come my way."" However, you, instead of writing and giving me information – no message from you ever comes. 1 mina 15 shekels of silver and its interest is the wages of Happiahšu; 1 mina 10 shekels and its interest"
"iš-tí Ta-ar-hi-š[a]-[an] [...] 1/2 ma-na 5 GÍN K[B] ú 18 GÍN ṣí-[ba-tù-šu iš-tí] Al-wa ša [...i] [x x x a]l [...] [x x x x] KB 20 [...] [...] [x x x x] ú 7 [...] [KB] a-[ṣí-ib]-lí-šu-n[u ...] [x] na-ru-uq ŠE [...] e-zi-ib [ša] DUMU U[š-ha-ta] [x] da [x x] tí iš-tí [...] [x x x d]a-tim [...] [x x x] dí-na-šu b[i x x x] a","is owed by Tarhišan; ... 1/2 mina 5 shekels ... plus 18 shekels, his interest, owed by Alwa ... ... ... silver ... ... ... silver for their interest x sacks of barley ... apart from that of Ušhata's son ... ... ..."
"[a-na] [ṣé]-[er a]m-tí-a áš-ta-pá-ra-ni [ša li-bi] tám-kà-ri-a lu KB [lu ú-]ṭá-[tám] ša-áš-qí-lá ša lá-a i-ša-[qú]-lu ma-na-um 1/2 ma-na sá-[as]-[me-]ra-šu-nu-tí za-ku-sà ma-lá KB ta-[am]-hu-ra-ni šu-up-ra-nim-ma úz-ni pí-té-a","I have written repeatedly to my maid, that you should have the claims on my customers, both the silver and the grain paid. Who does not pay, calculate for them 1/2 mina per mina and write me a report about how much silver you have received and inform me."
"a-na Lá-qé-ep qí-bi-ma a-na-ku ú a-ta a-ta-ah-wa-ni iš-tù ITI.KAM A-lá-na-tim KB ša i-ṣé-ri-kà i-šu-ú iš-tù Pu-ru-uš-ha-dim i-na e-ra-bi4-kà-ma tù-šé-ba-l[am šu-ma] a-ta [KB] a-NIM tù-uk-ta-ṣí-da-n[i ṣ]í-ib-tám ú-lá a-ga-mì-il5-kà","To Lā-qēp: I and you are indeed brothers. From the month Allanātum – as to the silver you owe me, when you arrive from Purušhaddum you will send it to me. If you delay this silver, I shall not be lenient towards you with the interest."
"15 1/2 ma-n[a x] GÍN KB a-ha-ma 1/2 ma-na 3 GÍN i-[x x]-ma i-ri-ha gám-[ra] [...] a-na am-tí-[a] [...]","15 1/2 minas x shekels of silver, and further 1/2 mina 3 shekels ... is left. ... to my maid ..."
"um-ma En-um-A-šur-ma a-na Lá-qé-ep ù A-na-na qí-bi-ma mì-šu ša ṣú-ha-ru-a a-dí u4-mì-im a-nim a-ma-kam wa-á[š-b]u-ni ù a-na-ku a-šu-mì-šu-nu a-na-kam sà-ah-ra-ku-ni","From Ennam-Aššur to Lā-qēp and Anna-anna: Why have my servants stayed there until this day, so that I am delayed here because of them?"
"a-pu-tum ih-da-m[a] ṣú-ha-ri-a tù-ur-da-nim","Urgent, take care to send me my servants."
"a-na Lá-qé-ep qí-bi-ma a-[hi a]-ta i-na a-lá-ki-a li-bi lá i-ma-ra-ṣa-kum a-ma-lá [té-er-tí-a] ša iš-tí [ṣú-ha-ri-a] [i-lá-kà-ni] [x x KB] [x x x x] [x ku ù]","To Lā-qēp: My dear brother, so that I do not get angry at you when I arrive, ... in accordance with my message that arrives with my servants ... ..."
"a-dí a-lá-kà-ni ku-nu-ku-kà-ma iš-tí-ša li-ib-ší-ú ù a-na KB ša ba-ba-tí-a ih-da-ma ba-ba-tí-a za-ki-a-ma KB lu ša-li-iṭ-ma iš-tí-ša-ma li-bi-ší","let them remain with her under your seal until I arrive; also, take care with the silver from my outstanding claims and clear my claims so that the silver is at hand and let it be with her."
